#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
3236,Jorge Ruiz,702409,702409,sa3015873,LAA,OF,OF
3237,Jorge Soler,624585,14221,14221,MIA,OF,OF
3238,Jorma Rodriguez,642688,642688,sa736694,FA,SS,SS
3239,Jose Abreu,547989,15676,15676,CHW,1B,1B
3240,Jose Acosta,678584,678584,sa3006187,TEX,2B,2B
3241,Jose Adames,600853,600853,sa597194,LAD,RP,RP
3242,Jose Alberto Rivera,673277,673277,sa3003090,HOU,SP,SP
3243,Jose Albertos,666016,666016,sa919907,CHC,RP,RP
3244,Jose Altuve,514888,5417,5417,HOU,2B,2B
3245,Jose Alvarado,621237,621237,17780,PHI,RP,RP
3246,Jose Alvarez,672905,672905,sa3003377,HOU,C,C
3247,Jose Álvarez,501625,5358,5358,SF,RP,RP
3248,Jose Aquino,682726,682726,sa3011364,SEA,RP,RP
3249,Jose Azocar,640492,640492,18821,SD,OF,OF
3250,Jose Barrero,676480,676480,23378,CIN,SS,SS/OF
3251,Jose Berrios,621244,14168,14168,TOR,SP,SP
3252,Jose Betances,677643,677643,sa3004867,HOU,RP,RP
3253,Jose Bonilla,682661,682661,sa3011404,LAA,SS,SS
3254,Jose Bravo,670986,670986,sa923839,HOU,RP,RP
3255,Jose Briceno,593993,593993,13151,FA,C,C
3256,Jose Butto,676130,676130,sa3003166,NYM,SP,SP
3257,Jose Caballero,676609,676609,sa3004817,SEA,SS,SS
3258,Jose Caguana,683588,683588,sa3009310,SEA,C,C
3259,Jose Cardona,606580,606580,sa599888,FA,OF,OF
3260,Jose Castillo,620454,620454,17169,SD,RP,RP
3261,Jose Chacin,666658,666658,sa917323,NYM,SP,SP
3262,Jose Chacon,692610,692610,sa3016130,KC,2B,2B
3263,Jose Cisnero,542585,6399,6399,DET,RP,RP
3264,Jose Colmenares,683511,683511,sa3009817,WSH,C,C
3265,Jose Cordero,692019,692019,sa3015592,SD,OF,OF
3266,Jose Cordoba,692390,692390,sa3015614,SL,OF,OF
3267,Jose Cordova,682276,682276,sa3006548,COL,C,C
3268,Jose Corniell,692030,692030,sa3015213,TEX,SP,SP
3269,Jose Curpa,672627,672627,sa3002703,ARI,2B,2B
3270,Jose Davila,692369,692369,sa3015092,STL,SP,SP
3271,Jose De La Cruz,682627,682627,sa3008747,DET,OF,OF
3272,Jose De Leon,592254,15463,15463,TOR,SP,SP
3273,Jose Devers,672701,672701,20540,MIA,2B/SS,2B/SS
3274,Jose Fermin,665877,665877,sa917339,CLE,SS,SS
3275,Jose Ferrer,678276,678276,sa3005952,TOR,C,C
3276,Jose Freites,682916,682916,sa3008837,KC,OF,OF
3277,Jose Godoy,608422,608422,15808,MIN,C,C
3278,Jose Gomez,650506,650506,sa828331,LAA,SS,SS
3279,Jose Gonzalez,691609,691609,sa3015569,MIL,OF,OF
3280,Jose Gonzalez,674380,674380,sa3003139,SF,RP,RP
3281,Jose Guzman,679739,679739,sa3005601,LAA,SS,SS
3282,Jose Hernandez,691559,691559,sa3015557,LAD,3B,3B
3283,Jose Herrera,645444,645444,17040,ARI,C,C
3284,Jose Iglesias,578428,10231,10231,COL,SS,2B/SS
3285,Jose King,666593,666593,sa917184,DET,SS,SS
3286,Jose Leanez,692644,692644,sa3015663,PHI,OF,OF
3287,Jose Leclerc,600917,14524,14524,TEX,RP,RP
3288,Jose Lobaton,446653,4243,4243,FA,C,C
3289,Jose Lopez,656661,656661,sa709715,FA,SP,SP
3290,Jose Lopez,673111,673111,sa3003055,CHC,SP,SP
3291,Jose Manuel Fernandez,622774,622774,14733,FA,RP,RP
3292,Jose Marmolejos,592530,592530,15767,FA,DH,1B/OF
3293,Jose Marte,665896,665896,21761,LAA,SP,SP
3294,Jose Martinez,500874,7996,7996,FA,OF,OF
3295,Jose Martinez,672866,672866,sa3002796,LAD,SP,SP
3296,Jose Mena,670548,670548,sa919893,NYM,C,C
3297,Jose Mesa,621089,621089,sa658593,FA,SP,SP
3298,Jose Meza,691561,691561,sa3015558,LAD,OF,OF
3299,Jose Miranda,669304,669304,20538,MIN,3B,3B
3300,Jose Mujica,620445,620445,17821,FA,RP,RP
3301,Jose Nodal,685478,685478,sa3009754,HOU,SP,SP
3302,Jose Osuna,591741,591741,12937,FA,1B/OF,1B/3B/ OF
3303,Jose Pena,692430,692430,sa3015630,TB,OF,OF
3304,Jose Peraza,606299,13593,13593,NYY,2B,2B/3B
3305,Jose Perez,699077,699077,sa3016162,TB,SS,SS
3306,Jose Peroza,672692,672692,sa3003288,NYM,3B,3B
3307,Jose Pirela,517369,5485,5485,FA,SS,SS
3308,Jose Pujols,620452,620452,sa739662,FA,OF,OF
3309,Jose Quezada,681835,681835,sa3008375,SD,RP,RP
3310,Jose Quijada,650671,650671,19200,LAA,RP,RP
3311,Jose Quintana,500779,11423,11423,PIT,SP,SP
3312,Jose Ramirez,608070,13510,13510,CLE,3B,3B
3313,Jose Ramirez,542432,10171,,HOU,RP,RP
3314,Jose Ramos,692374,692374,sa3016541,SF,SS,SS
3315,Jose Ramos,682947,682947,sa3008845,LAD,OF,OF
3316,Jose Reyes,677611,677611,sa3005490,LAA,OF,OF
3317,Jose Rivas,660818,660818,sa872495,FA,C,C
3318,Jose Rivas,678798,678798,sa3005561,TOR,2B,2B
3319,Jose Rivera,689748,689748,sa3011706,NYM,C,C
3320,Jose Rodriguez,642578,642578,17860,NYM,RP,RP
3321,Jose Rodriguez,679563,679563,sa3005788,CHW,SS,SS
3322,Jose Rodriguez,682635,682635,sa3008753,TEX,OF,OF
3323,Jose Rodriguez,685727,685727,sa3009567,FA,OF,OF
3324,Jose Rojas,670351,670351,19331,LAA,OF,2B/3B/ OF
3325,Jose Rondon,602922,14140,14140,FA,DH,OF
3326,Jose Ruiz,614179,614179,14552,CHW,RP,RP
3327,Jose Salas,691191,691191,sa3014690,MIA,SS,SS
3328,Jose Salvador,678358,678358,sa3006482,LAA,SP,SP
3329,Jose Sanabria,692027,692027,sa3015595,SD,2B,2B
3330,Jose Sanchez,672566,672566,sa3004382,WSH,2B,2B
3331,Jose Serrano,699112,699112,sa3016165,CIN,2B,2B
3332,Jose Sibrian,665715,665715,sa917196,MIL,C,C
3333,Jose Siri,642350,642350,17452,HOU,OF,OF
3334,Jose Soriano,667755,667755,sa916702,LAA,SP,SP
3335,Jose Suarez,660761,660761,19911,LAA,SP,SP
3336,Jose Taveras,650810,650810,sa828246,FA,SP,SP
3337,Jose Tello,661566,661566,sa873350,FA,C,C
3338,Jose Tena,677588,677588,sa3005482,CLE,SS,SS
3339,Jose Torres,686958,686958,sa3017396,CIN,SS,SS
3340,Jose Tortolero,672734,672734,sa3002708,FA,SS,SS
3341,Jose Trevino,624431,624431,16725,NYY,C,C
3342,Jose Urena,570632,11589,11589,COL,RP,RP
3343,Jose Urquidy,664353,664353,18413,HOU,SP,SP
3344,Jose Verrier,677130,677130,sa3006882,FA,2B,2B
3345,Jose Zapata,677627,677627,sa3006179,SL,C,C
3346,Joseph Cloney,666924,666924,sa3003927,KC,SP,SP
3347,Joseph Cronin,630063,630063,sa857761,MIN,OF,OF
3348,Joseph Davis,663761,663761,sa3010635,BOS,1B,1B
3349,Joseph DeCarlo,620998,620998,sa657935,FA,3b,3b
3350,Joseph Donovan,676973,676973,sa3015088,CLE,C,C
3351,Joseph Estes,683155,683155,sa3011637,OAK,SP,SP
3352,Joseph Genord,664987,664987,sa3009867,FA,1B,1B
3353,Joseph Hernandez,678852,678852,sa3006385,SEA,SP,SP
3354,Joseph Naranjo,683172,683172,sa3010025,CLE,1B,1B
3355,Joseph Odom,641929,15535,15535,SEA,C,C
3356,Joseph Ortiz,687401,687401,sa3009889,BAL,SS,SS
3357,Joseph Record,682489,682489,sa3008619,HOU,SP,SP
3358,Joseph Rizzo,666143,666143,sa917934,SEA,3B,3B
3359,Joseph Rock,697812,697812,sa3017755,COL,SP,SP
3360,Joseph Suozzi,679545,679545,sa3015106,NYM,OF,OF
3361,Joseph Vranesh,687992,687992,sa1170006,LAD,OF,OF
3362,Joseph Wiemer,686894,686894,sa3014531,MIL,OF,OF
3363,Josh A. Smith,595001,10946,10946,FA,RP,RP
3364,Josh Altmann,664938,664938,sa875314,FA,1B,1B
3365,Josh Bell,605137,13145,13145,WSH,1B,1B/OF
3366,Josh Breaux,677007,677007,sa3008051,NYY,C,C
3367,Josh D. Smith,605479,605479,13629,FA,RP,RP
3368,Josh Donaldson,518626,5038,5038,NYY,3B,3B
3369,Josh Fleming,676596,676596,20418,TB,SP,SP
3370,Josh Green,681401,681401,sa3006701,ARI,SP,SP
3371,Josh H. Smith,669701,669701,sa3011703,TEX,SS,SS
3372,Josh Hader,623352,14212,14212,MIL,RP,RP
3373,Josh Harrison,543281,8202,8202,CHW,2B/3B/ OF,2B/SS/ 3B/OF
3374,Josh James,657624,657624,16794,HOU,RP,RP
3375,Josh Jung,673962,673962,sa3011468,TEX,3B,3B
3376,Josh Lester,623507,623507,sa658811,DET,3b,3b
3377,Josh Lindblom,458676,458676,7882,MIL,SP,SP
3378,Josh Lowe,666139,666139,19953,TB,OF,OF
3379,Josh Lucas,572998,572998,11686,FA,RP,RP
3380,Josh Maciejewski,656671,656671,sa3007581,NYY,SP,SP
3381,Josh Morgan,656766,656766,sa828797,SEA,SS,SS
3382,Josh Naylor,647304,647304,18839,CLE,1B/OF,1B/OF
3383,Josh Ockimey,656807,656807,sa829375,PHI,1B,1B
3384,Josh Osich,592612,11528,11528,FA,RP,RP
3385,Josh Palacios,641943,641943,19818,WSH,OF,OF
3386,Josh Phegley,572033,9308,9308,FA,C,C
3387,Josh Reddick,502210,3892,3892,FA,OF,OF
3388,Josh Roberson,675963,675963,sa3007721,TB,SP,SP
3389,Josh Rodriguez,446044,446044,,OAK,SS,SS
3390,Josh Rogers,642028,642028,18510,WSH,SP,SP
3391,Josh Rojas,668942,668942,19734,ARI,2B/SS/ OF,2B/SS/ 3B/OF
3392,Josh Sborz,622250,622250,18323,TEX,RP,RP
3393,Josh Staumont,622251,622251,18335,KC,RP,RP
3394,Josh Taylor,657031,657031,17359,BOS,RP,RP
3395,Josh Tomlin,458708,9388,9388,FA,RP,RP
3396,Josh VanMeter,642165,642165,15170,PIT,2B/3B,2B/3B
3397,Josh Walker,677020,677020,sa3004488,NYM,SP,SP
3398,Josh Winckowski,670174,670174,sa918379,BOS,SP,SP
3399,Josh Winder,680739,680739,24606,MIN,SP,SP
3400,Joshua Baldwin,656208,656208,sa3004751,FA,OF,OF
3401,Joshua Bissonette,673983,673983,sa1170619,PIT,2B,2B
3402,Joshua Crouch,676509,676509,sa3017370,DET,C,C
3403,Joshua Fuentes,658069,658069,16885,TOR,1B/3B,1B/3B
3404,Joshua Hendrickson,681973,681973,sa3011196,PHI,SP,SP
3405,Joshua Javier,666450,666450,sa917392,TEX,RP,RP
3406,Joshua McMinn,664719,664719,sa3009926,ARI,SP,SP
3407,Joshua Mears,687084,687084,sa3010162,SD,OF,OF
3408,Joshua Roeder,664904,664904,sa875299,FA,SP,SP
3409,Joshua Rolette,664988,664988,sa875776,FA,C,C
3410,Joshua Simpson,681006,681006,sa1053035,MIA,SP,SP
3411,Joshua Stephen,668706,668706,sa918203,PHI,OF,OF
3412,Joshua Stowers,663618,663618,sa3007010,TEX,OF,OF
3413,Joshua Wolf,683181,683181,sa3011638,CLE,SP,SP
3414,Joshwan Wright,678428,678428,sa3005519,OAK,3B,3B
3415,Josiah Gray,680686,680686,24580,WSH,SP,SP
3416,Josiah Town,701817,701817,sa3017118,KC,OF,OF
3417,Josue Cruz,678875,678875,sa3005577,BAL,OF,OF
3418,Josue Huma,673045,673045,sa3003379,CHC,SS,SS
3419,Jovani Moran,663558,663558,20422,MIN,RP,RP
3420,JP Sears,676664,676664,23429,NYY,RP,RP
3421,JT Brubaker,664141,664141,17578,PIT,SP,SP
3422,JT Chargois,608638,13767,13767,TB,RP,RP
3423,JT Riddle,595375,17642,17642,CIN,3B,3B/OF
3424,Juan Alonso,699076,699076,sa3016331,LAD,OF,OF
3425,Juan Aparicio,672821,672821,sa3002710,FA,C,C
3426,Juan Aparicio,691279,691279,sa3015516,ARI,2B,2B
3427,Juan Batista,681708,681708,sa3005629,ARI,OF,OF
3428,Juan Castillo,691435,691435,sa3015541,COL,C,C
3429,Juan Centeno,518542,7168,7168,ARI,C,C
3430,Juan Chacon,691370,691370,sa3014676,BOS,OF,OF
3431,Juan De Leon,660665,660665,sa872565,NYY,OF,OF
3432,Juan Diaz,673215,673215,sa3003065,WSH,RP,RP
3433,Juan Escarra,641555,641555,sa738605,BAL,1B,1B
3434,Juan Fernandez,667749,667749,sa917824,FA,C,C
3435,Juan Frias,678885,678885,sa3005933,FA,OF,OF
3436,Juan Gamez,670328,670328,sa918731,CHC,RP,RP
3437,Juan Garcia,692450,692450,sa3015632,WSH,3B,3B
3438,Juan Geraldo,681704,681704,sa3005885,MIL,RP,RP
3439,Juan Graterol,492802,5398,5398,ARI,C,C
3440,Juan Guerrero,682648,682648,sa3008759,COL,3B,3B
3441,Juan Herrera,672532,672532,sa3002699,FA,3B,3B
3442,Juan Hillman,663535,663535,sa874796,FA,SP,SP
3443,Juan Jerez,683563,683563,sa3008892,PIT,2B,2B
3444,Juan Lagares,501571,5384,5384,LAA,OF,OF
3445,Juan Lopez,670940,670940,sa3004647,HOU,SP,SP
3446,Juan Loyo,681735,681735,sa3005948,NYM,C,C
3447,Juan Martinez,666638,666638,sa917056,CIN,3B,3B
3448,Juan Mateo,690158,690158,sa3015279,ATL,RP,RP
3449,Juan Mercedes,683415,683415,sa3008858,FA,OF,OF
3450,Juan Mercedes,675195,675195,sa3002818,SEA,SP,SP
3451,Juan Millan,670965,670965,sa922148,FA,3B,3B
3452,Juan Minaya,573668,10341,10341,MIN,RP,RP
3453,Juan Mora,680643,680643,sa3008469,CHC,2B,2B
3454,Juan Morillo,666661,666661,sa917772,SF,SP,SP
3455,Juan Mota,665968,665968,sa917387,CLE,RP,RP
3456,Juan Negret,676002,676002,sa3003430,KC,OF,OF
3457,Juan Nicasio,504379,7731,7731,FA,RP,RP
3458,Juan Pizarro,683559,683559,sa3009793,TOR,OF,OF
3459,Juan Querecuto,677603,677603,sa3005721,SEA,SS,SS
3460,Juan Rodriguez,691421,691421,sa3015538,CLE,OF,OF
3461,Juan Santana,678787,678787,sa3005558,FA,OF,OF
3462,Juan Soto,665742,665742,20123,WSH,OF,OF
3463,Juan Soto,699041,699041,sa3016025,HOU,SP,SP
3464,Juan Then,672730,672730,sa3002793,SEA,SP,SP
3465,Juan Uriarte,660842,660842,sa872569,NYM,C,C
3466,Juan Yepez,660766,660766,18400,STL,1B,1B
3467,Juan Zabala,668558,668558,sa913717,LAD,C,C
3468,Juanel Urena,698960,698960,sa3015753,SF,OF,OF
3469,Juanrael Paulino,682096,682096,sa3008190,FA,C,C
3470,Julian Aguiar,687924,687924,sa3017763,CIN,SP,SP
3471,Julian Escobedo,686659,686659,sa3010030,CLE,OF,OF
3472,Julian Fernandez,642759,642759,18341,COL,RP,RP
3473,Julian Garcia,670062,670062,sa918182,PHI,RP,RP
3474,Julian Leon,624645,624645,sa739577,FA,C,C
3475,Julian Merryweather,657240,657240,16703,TOR,RP,RP
3476,Julian Valdez,683674,683674,sa3010656,TOR,RP,RP
3477,Julio Carreras,679734,679734,sa3005598,COL,SS,SS
3478,Julio Carrion,676425,676425,sa3010015,LAD,3B,3B
3479,Julio De La Cruz,672500,672500,sa3003224,FA,2B,2B
3480,Julio Enrique,678294,678294,sa3005503,LAD,OF,OF
3481,Julio Frias,660789,660789,sa873218,ARI,SP,SP
3482,Julio Meza,674466,674466,sa3003423,TB,C,C
3483,Julio Pablo Martinez,679881,679881,sa3005607,TEX,OF,OF
3484,Julio Pinto,699207,699207,sa3015812,TEX,2B,2B
3485,Julio Pinto,642513,642513,sa736965,CIN,RP,RP
3486,Julio Robaina,678789,678789,sa3006817,HOU,SP,SP
3487,Julio Rodriguez,677594,677594,23697,SEA,OF,OF
3488,Julio Rodriguez,667372,667372,sa917669,STL,C,C
3489,Julio Teheran,527054,6797,6797,FA,SP,SP
3490,Julio Urias,628711,14765,14765,LAD,SP,SP
3491,Jumbo Diaz,471822,3397,3397,MIA,RP,RP
3492,Jung Ho Kang,628356,17182,17182,FA,3B,SS/3B
3493,Junichi Tazawa,547749,4079,4079,FA,RP,RP
3494,Juniel Querecuto,578570,12140,,CIN,,
3495,Junior Calderon,683754,683754,sa3008919,KC,3B,3B
3496,Junior Caminero,691406,691406,sa3015532,TB,3B,3B
3497,Junior Del Valle,699285,699285,sa3015825,MIN,OF,OF
3498,Junior Fernandez,658551,658551,18496,STL,RP,RP
3499,Junior Franco,691285,691285,sa3015170,ARI,OF,OF
3500,Junior Garcia,642371,642371,sa737032,ARI,RP,RP
3501,Junior Gonzalez,680854,680854,sa3006221,SEA,C,C
3502,Junior Guerra,448855,5702,5702,FA,RP,RP
3503,Junior Marin,700286,700286,sa3016837,KC,OF,OF
3504,Junior Melo,673235,673235,sa3003385,CIN,C,C
3505,Junior Ortega,678265,678265,sa3008736,FA,OF,OF
3506,Junior Paniagua,683488,683488,sa3008875,TEX,SS,SS
3507,Junior Perez,678577,678577,sa3005744,OAK,OF,OF
3508,Junior Santos,681744,681744,sa3005470,NYM,SP,SP
3509,Juremi Profar,642282,642282,sa736995,FA,3b,3b
3510,Jurickson Profar,595777,10815,10815,SD,1B/OF,1B/2B/ OF
3511,Justice Thompson,681142,681142,sa3017395,CIN,OF,OF
3512,Justin Ammons,687059,687059,sa3011664,TOR,OF,OF
3513,Justin Anderson,605121,605121,16201,TEX,RP,RP
3514,Justin Armbruester,701859,701859,sa3017548,BAL,SP,SP
3515,Justin Bour,571506,9744,9744,FA,1B,1B
3516,Justin Bruihl,677865,677865,23779,LAD,RP,RP
3517,Justin Bullock,668908,668908,sa3005213,MIL,SP,SP
3518,Justin Connell,676667,676667,sa3004884,WSH,OF,OF
3519,Justin Courtney,688896,688896,sa3015069,NYM,RP,RP
3520,Justin Dean,681909,681909,sa3007070,ATL,OF,OF
3521,Justin Dirden,688869,688869,sa3014986,HOU,OF,OF
3522,Justin Donatella,663393,663393,sa875616,FA,SP,SP
3523,Justin Dunn,643290,643290,19268,CIN,SP,SP
3524,Justin Fall,686607,686607,sa3017540,MIA,SP,SP
3525,Justin Farmer,668993,668993,sa3017622,SD,OF,OF
3526,Justin Foscue,679822,679822,sa3014527,TEX,2B,2B
3527,Justin Garza,621057,621057,19784,CLE,RP,RP
3528,Justin Grimm,518748,11720,11720,OAK,RP,RP
3529,Justin Guerrera,702478,702478,sa3017082,NYM,2B,2B
3530,Justin Hagenman,663795,663795,sa3008022,LAD,RP,RP
3531,Justin Kelly,702124,702124,sa3017072,TOR,RP,RP
3532,Justin Lange,694367,694367,,NYY,P,P
3533,Justin Lavey,669671,669671,sa3014817,SEA,2B,2B
3534,Justin Lawrence,664875,664875,17639,COL,RP,RP
3535,Justin Lopez,672358,672358,sa3002670,SD,SS,SS
3536,Justin Maese,663359,663359,sa875002,ATL,RP,RP
3537,Justin Martinez,679885,679885,sa3005864,ARI,SP,SP
3538,Justin Meis,701568,701568,sa3017207,PIT,SP,SP
3539,Justin Miller,502522,8580,8580,FA,RP,RP
3540,Justin Rodriguez,699100,699100,sa3015796,DET,2B,2B
3541,Justin Shafer,596101,596101,16132,FA,RP,RP
3542,Justin Slaten,686580,686580,sa3010309,TEX,SP,SP
3543,Justin Smoak,475253,9054,9054,FA,1B,1B
3544,Justin Steele,657006,657006,17312,CHC,SP,SP
3545,Justin Sterner,686993,686993,sa3014864,TB,RP,RP
3546,Justin Toerner,682109,682109,sa3006735,STL,OF,OF
3547,Justin Topa,623437,623437,15145,MIL,RP,RP
3548,Justin Turner,457759,5235,5235,LAD,3B,3B
3549,Justin Twine,657064,657064,sa828686,FA,SS,SS
3550,Justin Upton,457708,5222,5222,FA,OF,OF
3551,Justin Verlander,434378,8700,8700,HOU,SP,SP
3552,Justin Vernia,685338,685338,sa3008626,ARI,SP,SP
3553,Justin Washington,689656,689656,sa3011205,FA,OF,OF
3554,Justin Williams,681334,681334,sa3017076,HOU,3B,3B
3555,Justin Williams,642211,642211,15490,PHI,OF,OF
3556,Justin Wilson,458677,4301,4301,CIN,RP,RP
3557,Justin Yeager,687866,687866,sa3010825,ATL,RP,RP
3558,Justin Yurchak,657144,657144,sa915590,LAD,1B,1B
3559,Justus Sheffield,656954,17285,17285,SEA,SP,SP
3560,Justyn-Henry Malloy,669234,669234,sa3017073,ATL,3B,3B
3561,Ka’ai Tom,664789,664789,18136,SF,OF,OF
3562,Kacy Clemens,641459,641459,sa738624,FA,1B,1B
3563,Kade McClure,656701,656701,sa915622,CHW,SP,SP
3564,Kade Scivicque,664767,18132,sa875053,FA,C,C
3565,Kaden Polcovich,687659,687659,sa3014496,SEA,2B,2B
3566,Kadon Morton,683170,683170,sa3010870,ATL,OF,OF
3567,Kahlil Watson,696135,696135,sa3017513,MIA,SS,SS
3568,Kai-Wei Teng,678906,678906,sa3007229,SF,SP,SP
3569,Kainoa Harrison,656508,656508,sa829382,WSH,C,C
3570,Kale Emshoff,668860,668860,sa3014934,KC,C,C
3571,Kaleb Cowart,592230,11494,11494,NYY,3B,3B
3572,Kaleb Ort,672391,672391,20061,BOS,RP,RP
3573,Kaleb Roper,656914,656914,sa3010110,CHW,SP,SP
3574,Kaleo Johnson,682162,682162,sa3006935,FA,3B,3B
3575,Kameron Misner,670224,670224,sa3011656,TB,OF,OF
3576,Karan Patel,664711,664711,sa1169765,CHW,SP,SP
3577,Karl Kauffmann,666154,666154,sa3014526,COL,SP,SP
3578,Karsen Lindell,663380,663380,sa875227,CIN,RP,RP
3579,Kasey Ford,687271,687271,sa3017099,HOU,RP,RP
3580,Kasey Kalich,685008,685008,sa1169633,KC,RP,RP
3581,Kazuhisa Makita,628318,628318,19757,FA,RP,RP
3582,Ke’Bryan Hayes,663647,663647,18577,PIT,3B,3B
3583,Kea’von Edwards,670205,670205,sa3008109,FA,OF,OF
3584,Kean Wong,642221,642221,15994,FA,2B,2B/OF
3585,Keaton Greenwalt,687469,687469,sa3010714,FA,OF,OF
3586,Keaton Winn,676775,676775,sa3006968,SF,SP,SP
3587,Keegan Akin,669211,669211,19362,BAL,SP,SP
3588,Keegan Curtis,656342,656342,sa3007833,ARI,RP,RP
3589,Keegan McGovern,656708,656708,sa3006710,FA,OF,OF
3590,Keegan Thompson,624522,624522,19795,CHC,SP,SP
3591,Keibert Ruiz,660688,660688,19610,WSH,C,C
3592,Keider Montero,672456,672456,sa3002956,DET,SP,SP
3593,Keiderson Pavon,699206,699206,sa3015811,TEX,3B,3B
3594,Keinner Pina,650658,650658,sa828363,FA,C,C
3595,Keith Curcio,613480,613480,sa829045,FA,OF,OF
3596,Keith Rogalla,657744,657744,sa829753,LAA,RP,RP
3597,Keithron Moss,679736,679736,sa3005599,TEX,2B,2B
3598,Kekai Rios,663519,663519,sa3007282,LAD,C,C
3599,Kellen Strahm,687005,687005,sa3010278,TEX,OF,OF
3600,Kellin Deglan,592256,11348,sa548189,TOR,C,C
3601,Kelvin Bautista,678654,678654,sa3006491,LAD,RP,RP
3602,Kelvin Diaz,692556,692556,sa3016122,BOS,OF,OF
3603,Kelvin Espino,683721,683721,sa3009321,NYY,OF,OF
3604,Kelvin Garcia,678765,678765,sa3005921,FA,OF,OF
3605,Kelvin Gonzalez,666654,666654,sa920544,TEX,RP,RP
3606,Kelvin Gutierrez,642721,642721,17468,BAL,3B,3B
3607,Kelvin Herrera,516969,6033,6033,FA,RP,RP
3608,Kelvin Marte,517629,5200,5200,FA,SP,SP
3609,Kelvin Melean,665913,665913,sa917141,SD,SS,SS
3610,Kelvin Pena,682457,682457,sa3008083,ATL,C,C
3611,Ken Giles,571704,12910,12910,SEA,RP,RP
3612,Ken Waldichuk,686610,686610,sa1115814,NYY,SP,SP
3613,Kendall Graveman,608665,15514,15514,CHW,RP,RP
3614,Kendall Simmons,669227,669227,sa3006867,PHI,SS,SS
3615,Kendall Williams,683086,683086,sa3011674,LAD,SP,SP
3616,Kendry Rojas,696070,696070,sa3016746,TOR,SP,SP
3617,Kendrys Morales,434778,8610,8610,FA,1B,1B
3618,Kenedy Corona,685744,685744,sa3009845,HOU,OF,OF
3619,Kenen Irizarry,681515,681515,sa3007310,FA,2B,2B
3620,Kenley Jansen,445276,3096,3096,ATL,RP,RP
3621,Kenlly Montas,664276,664276,sa917471,NYY,RP,RP
3622,Kenneth Betancourt,672826,672826,sa3003350,LAD,2B,2B
3623,Kennie Taylor,663772,663772,sa1169940,MIN,OF,OF
3624,Kenny Castillo,700341,700341,sa3015863,ARI,C,C
3625,Kenny Hernandez,665789,665789,sa943755,ARI,SP,SP
3626,Kenny Rosenberg,670046,670046,20009,LAA,SP,SP
3627,Kent Emanuel,592288,592288,15849,PHI,RP,RP
3628,Kent Hasler,694642,694642,sa3015089,MIL,RP,RP
3629,Kenta Maeda,628317,18498,18498,MIN,SP,SP
3630,Kenyi Perez,695990,695990,sa3016008,CHC,SP,SP
3631,Kenyon Yovan,668719,668719,sa3016839,LAA,1B,1B
3632,Keon Broxton,542979,9253,9253,FA,OF,OF
3633,Keone Kela,605309,14696,14696,ARI,RP,RP
3634,Keoni Cavaco,686577,686577,sa3010706,MIN,SS,SS
3635,Kerry Carpenter,681481,681481,sa3010689,DET,OF,OF
3636,Kervin Castro,665645,665645,21656,SF,RP,RP
3637,Kervin Pichardo,682775,682775,sa3011260,SD,SS,SS
3638,Keshawn Rombley,692398,692398,sa3015617,STL,OF,OF
3639,Keston Hiura,669374,669374,20003,MIL,1B,1B/2B
3640,Ketel Marte,606466,13613,13613,ARI,2B/OF,2B/OF
3641,Keury Mella,622492,622492,15964,FA,RP,RP
3642,Kevan Smith,607345,12284,12284,FA,C,C
3643,Kevin Alcantara,682634,682634,sa3008752,CHC,OF,OF
3644,Kevin Coulter,663892,663892,sa3010115,CLE,RP,RP
3645,Kevin Cron,605196,605196,16211,FA,DH,DH
3646,Kevin Folman,683039,683039,sa3008462,CHW,SP,SP
3647,Kevin Gadea,640737,640737,sa735841,NYM,RP,RP
3648,Kevin Gausman,592332,14107,14107,TOR,SP,SP
3649,Kevin Ginkel,656464,656464,19876,ARI,RP,RP
3650,Kevin Gowdy,666151,666151,sa917928,TEX,SP,SP
3651,Kevin Guerrero,698931,698931,sa3015737,BAL,OF,OF
3652,Kevin Herget,643361,643361,sa738986,TB,SP,SP
3653,Kevin Holcomb,687623,687623,sa3011247,HOU,RP,RP
3654,Kevin Infante,683598,683598,sa3010877,FA,OF,OF
3655,Kevin Kelly,687330,687330,sa3009999,CLE,RP,RP
3656,Kevin Kendall,675974,675974,sa3017212,NYM,SS,SS
3657,Kevin Kiermaier,595281,11038,11038,TB,OF,OF
3658,Kevin Kopps,667434,667434,sa3017005,SD,RP,RP
3659,Kevin Kramer,596012,596012,17689,FA,2b,2b
3660,Kevin Lenik,667595,667595,sa919332,FA,RP,RP
3661,Kevin Made,691183,691183,sa3014679,CHC,SS,SS
3662,Kevin Magee,681825,681825,sa3006829,FA,SP,SP
3663,Kevin Maitan,670867,670867,sa969045,LAA,SS,SS
3664,Kevin Marrero,693706,693706,sa3015675,MIN,OF,OF
3665,Kevin McCanna,621153,621153,sa658530,ARI,SP,SP
3666,Kevin McCarthy,641838,15240,15240,FA,RP,RP
3667,Kevin Merrell,656736,656736,sa915707,MIN,SS,SS
3668,Kevin Milam,687344,687344,sa3010819,NYY,RP,RP
3669,Kevin Newman,621028,621028,17696,PIT,SS,2B/SS
3670,Kevin Nivar,678817,678817,sa3005768,FA,2B,2B
3671,Kevin Padlo,656821,656821,16593,SF,3b,3b
