Season,Name,Team,PA,HR,SB,K%,BB%,BABIP,ISO,HR/FB,FB%,wRC+,SwStr%,O-Swing%,Swing%,Contact%,maxEV,Barrel%,playerid,seasonct,seasonid
2006,Trot Nixon,BOS,453,8,0,12.40%,13.20%,0.292,0.126,5.60%,43.60%,101,6.60%,15.30%,38.80%,83.00%,,,204,1,204s1
2006,Paul Lo Duca,NYM,551,5,3,6.90%,4.40%,0.335,0.109,3.20%,33.50%,105,3.80%,20.50%,46.20%,91.70%,,,662,1,662s1
2006,Brian Giles,SDP,717,14,9,8.40%,14.50%,0.272,0.134,6.00%,42.70%,111,2.50%,12.90%,37.10%,93.20%,,,990,1,990s1
2006,Mike Redmond,MIN,190,0,0,9.50%,2.10%,0.374,0.073,0.00%,27.00%,106,6.00%,32.10%,54.20%,89.00%,,,538,1,538s1
2006,Geoff Jenkins,MIL,555,17,4,23.20%,10.10%,0.333,0.163,14.00%,33.70%,103,12.50%,23.20%,49.70%,74.50%,,,690,1,690s1
2006,Willy Aybar,- - -,278,4,1,12.90%,10.10%,0.315,0.123,4.70%,41.50%,104,6.20%,22.00%,42.10%,85.30%,,,2192,1,2192s1
2006,Chad Tracy,ARI,662,20,5,19.50%,8.20%,0.327,0.169,9.90%,42.90%,98,7.70%,24.80%,44.00%,82.40%,,,1888,1,1888s1
2006,Luis Gonzalez,ARI,668,15,0,8.70%,10.30%,0.277,0.172,6.90%,40.60%,98,4.40%,15.60%,40.70%,89.10%,,,55,1,55s1
2006,Tadahito Iguchi,CHW,627,18,11,17.50%,9.40%,0.322,0.141,12.20%,33.60%,99,9.10%,19.20%,45.20%,79.80%,,,8581,1,8581s1
2006,Ryan Freel,CIN,523,8,37,18.70%,10.90%,0.33,0.128,6.50%,35.10%,100,5.90%,15.10%,38.30%,84.50%,,,1207,1,1207s1
2006,Rickie Weeks Jr.,MIL,413,8,19,22.30%,7.30%,0.351,0.125,9.10%,33.30%,102,10.30%,19.40%,39.80%,73.90%,,,1849,1,1849s1
2006,Eric Chavez,OAK,576,22,3,17.40%,14.60%,0.257,0.194,12.90%,43.70%,105,9.10%,21.90%,42.20%,78.10%,,,906,1,906s1
2006,Mike Jacobs,FLA,520,20,3,20.20%,8.70%,0.295,0.211,13.40%,40.40%,104,12.10%,24.80%,50.10%,75.80%,,,2231,1,2231s1
2006,Russell Martin,LAD,468,10,10,12.20%,9.60%,0.305,0.154,9.30%,29.60%,103,6.40%,18.90%,43.20%,85.00%,,,4616,1,4616s1
2006,Corey Hart,MIL,256,9,5,22.70%,6.60%,0.337,0.186,12.20%,41.10%,101,10.60%,21.60%,44.40%,76.00%,,,1945,1,1945s1
2006,Ichiro Suzuki,SEA,752,9,45,9.40%,6.50%,0.348,0.094,5.20%,27.80%,106,5.40%,25.00%,45.00%,87.80%,,,1101,1,1101s1
2006,Adrian Beltre,SEA,681,25,11,17.30%,6.90%,0.294,0.197,11.90%,41.60%,106,11.10%,32.20%,50.80%,77.90%,,,639,1,639s1
2006,Doug Mientkiewicz,KCR,361,4,3,13.90%,9.70%,0.321,0.127,4.00%,37.10%,102,4.60%,19.10%,41.60%,89.00%,,,741,1,741s1
2006,Ryan Shealy,- - -,219,7,1,24.70%,6.80%,0.348,0.173,10.40%,45.30%,101,12.20%,25.50%,45.80%,73.30%,,,4443,1,4443s1
2006,Kenji Johjima,SEA,542,18,3,8.50%,3.70%,0.29,0.16,10.80%,36.10%,105,7.20%,28.30%,53.20%,86.50%,,,5811,1,5811s1
2006,Xavier Nady,- - -,512,17,3,16.60%,5.90%,0.311,0.173,12.10%,36.80%,102,10.40%,29.30%,51.60%,79.60%,,,1658,1,1658s1
2006,Eric Byrnes,ARI,606,26,25,14.50%,5.60%,0.275,0.215,12.40%,44.30%,95,7.70%,28.20%,49.50%,84.50%,,,905,1,905s1
2006,Rob Mackowiak,CHW,290,5,5,20.30%,9.70%,0.358,0.114,8.90%,28.60%,97,9.50%,27.10%,48.10%,80.00%,,,995,1,995s1
2006,Chris Burke,HOU,413,9,11,18.60%,6.50%,0.326,0.142,7.70%,41.30%,100,10.70%,22.10%,48.50%,77.80%,,,2164,1,2164s1
2006,Ken Griffey Jr.,CIN,472,27,0,16.50%,8.30%,0.248,0.234,18.00%,42.90%,97,9.10%,23.00%,47.90%,80.80%,,,327,1,327s1
2006,Jason Bartlett,MIN,372,2,10,12.40%,5.90%,0.348,0.084,2.00%,34.00%,102,5.70%,24.30%,45.50%,87.30%,,,8219,1,8219s1
2006,Kenny Lofton,LAD,522,3,32,8.00%,8.60%,0.324,0.102,2.10%,33.40%,101,3.30%,14.20%,41.30%,92.10%,,,246,1,246s1
2006,Endy Chavez,NYM,390,4,12,11.30%,6.20%,0.339,0.125,5.60%,24.70%,101,6.00%,25.60%,46.10%,86.80%,,,768,1,768s1
2006,Mike Sweeney,KCR,252,8,2,19.00%,11.10%,0.293,0.18,10.70%,43.60%,100,12.80%,25.10%,53.80%,75.70%,,,634,1,634s1
2006,Wilson Betemit,- - -,412,18,3,24.80%,8.70%,0.314,0.206,18.00%,36.60%,100,11.00%,26.50%,48.10%,76.90%,,,1861,1,1861s1
2006,Bengie Molina,TOR,458,19,1,10.30%,4.10%,0.282,0.182,12.90%,37.90%,99,6.40%,34.10%,50.30%,87.20%,,,24,1,24s1
2006,Shawn Green,- - -,588,15,4,13.90%,7.70%,0.303,0.155,11.80%,28.20%,96,9.30%,23.50%,46.30%,79.80%,,,651,1,651s1
2006,Mike Lieberthal,PHI,230,9,0,8.30%,3.50%,0.262,0.196,10.50%,45.00%,96,7.40%,28.50%,50.60%,85.30%,,,959,1,959s1
2006,Curtis Granderson,DET,679,19,8,25.60%,9.70%,0.333,0.178,11.70%,38.90%,99,12.30%,20.90%,42.50%,71.00%,,,4747,1,4747s1
2006,Shane Victorino,PHI,462,6,4,11.70%,5.20%,0.317,0.128,4.90%,34.40%,95,6.40%,31.40%,49.10%,87.00%,,,1677,1,1677s1
2006,Bobby Kielty,OAK,297,8,2,16.50%,7.40%,0.304,0.17,10.80%,33.60%,101,12.00%,21.70%,47.50%,74.80%,,,736,1,736s1
2006,Julio Lugo,- - -,486,12,24,15.60%,8.00%,0.311,0.143,10.20%,33.60%,100,6.70%,17.90%,40.10%,83.20%,,,565,1,565s1
2006,Melky Cabrera,NYY,524,7,12,11.30%,10.70%,0.309,0.111,5.30%,33.30%,98,5.30%,21.80%,42.80%,87.60%,,,4022,1,4022s1
2006,Todd Walker,- - -,504,9,2,7.50%,10.90%,0.285,0.12,5.40%,41.20%,96,4.60%,19.20%,42.80%,89.30%,,,359,1,359s1
2006,Ryan Spilborghs,COL,186,4,5,16.10%,7.50%,0.324,0.144,10.30%,28.70%,87,7.80%,8.80%,41.80%,81.30%,,,4521,1,4521s1
2006,Dave Roberts,SDP,567,2,49,10.80%,9.00%,0.327,0.1,1.90%,24.90%,104,3.80%,17.20%,39.00%,90.20%,,,670,1,670s1
2006,Omar Vizquel,SFG,659,4,24,7.70%,8.50%,0.316,0.093,2.00%,37.50%,95,3.30%,16.20%,40.60%,91.80%,,,411,1,411s1
2006,Brandon Inge,DET,601,27,7,21.30%,7.20%,0.281,0.21,14.30%,46.00%,97,9.90%,22.20%,44.20%,77.50%,,,470,1,470s1
2006,Ronny Paulino,PIT,481,6,0,16.40%,7.10%,0.365,0.084,5.40%,30.60%,97,6.80%,17.50%,45.00%,84.60%,,,2129,1,2129s1
2006,Tony Graffanino,- - -,511,7,5,13.30%,8.80%,0.309,0.132,4.50%,39.90%,96,6.20%,19.00%,42.10%,85.20%,,,235,1,235s1
2006,A.J. Pierzynski,CHW,543,16,1,13.30%,4.10%,0.318,0.141,11.00%,33.20%,93,10.60%,38.60%,60.50%,82.20%,,,746,1,746s1
2006,Felipe Lopez,- - -,714,11,44,17.60%,11.30%,0.327,0.107,7.40%,30.30%,96,5.70%,16.30%,37.10%,84.50%,,,1311,1,1311s1
2006,Ivan Rodriguez,DET,580,13,8,14.80%,4.50%,0.336,0.137,10.00%,28.30%,96,10.70%,38.00%,58.70%,81.60%,,,1275,1,1275s1
2006,Dallas McPherson,LAA,121,7,1,33.10%,5.00%,0.338,0.217,24.10%,38.70%,97,19.00%,33.30%,52.30%,63.60%,,,2194,1,2194s1
2006,Eduardo Perez,- - -,210,9,0,15.70%,8.60%,0.259,0.199,17.60%,32.70%,98,10.30%,28.60%,46.90%,77.80%,,,1409,1,1409s1
2006,Marco Scutaro,OAK,423,5,5,15.60%,11.80%,0.308,0.132,4.60%,35.50%,98,3.60%,14.40%,39.70%,90.90%,,,1555,1,1555s1
2006,Brian Roberts,BAL,630,10,36,10.50%,8.70%,0.307,0.124,5.60%,35.50%,95,3.90%,19.90%,45.90%,91.40%,,,166,1,166s1
2006,Jose Bautista,PIT,469,16,2,23.50%,9.80%,0.281,0.185,11.60%,47.30%,96,8.30%,16.90%,37.70%,77.70%,,,1887,1,1887s1
2006,Phil Nevin,- - -,450,22,0,23.60%,10.70%,0.269,0.199,21.60%,34.80%,92,11.60%,19.20%,42.80%,72.80%,,,1049,1,1049s1
2006,Chris Snyder,ARI,213,6,0,18.30%,10.30%,0.313,0.147,12.20%,32.70%,90,7.40%,16.70%,38.40%,80.30%,,,4606,1,4606s1
2006,Craig Monroe,DET,585,28,2,21.50%,6.30%,0.28,0.227,15.10%,44.20%,96,12.80%,26.90%,51.60%,75.00%,,,1464,1,1464s1
2006,Eli Marrero,- - -,113,6,5,27.40%,13.30%,0.228,0.237,19.40%,49.20%,89,10.90%,18.30%,40.30%,72.80%,,,1166,1,1166s1
2006,Bill Mueller,LAD,126,3,1,7.10%,13.50%,0.25,0.15,8.60%,35.40%,96,3.50%,13.60%,44.60%,91.90%,,,295,1,295s1
2006,Bernie Williams,NYY,462,12,2,11.50%,7.10%,0.294,0.155,10.20%,31.60%,95,6.10%,21.00%,45.10%,86.30%,,,857,1,857s1
2006,Freddie Bynum,CHC,148,4,8,29.70%,6.10%,0.352,0.199,15.40%,29.50%,89,12.20%,20.30%,44.90%,72.70%,,,2099,1,2099s1
2006,Hector Luna,- - -,379,6,5,15.80%,7.10%,0.33,0.123,6.20%,33.40%,95,7.70%,25.50%,48.40%,84.00%,,,1874,1,1874s1
2006,Jose Vidro,WSN,511,7,1,9.40%,8.00%,0.308,0.106,5.30%,31.80%,96,5.10%,22.10%,44.90%,88.50%,,,802,1,802s1
2006,Jonny Gomes,TBD,461,20,1,25.20%,13.20%,0.244,0.216,13.30%,54.00%,95,12.30%,20.80%,42.70%,71.00%,,,1845,1,1845s1
2006,Ben Johnson,SDP,135,4,3,26.70%,10.40%,0.325,0.175,12.90%,36.90%,100,12.10%,20.80%,45.40%,73.00%,,,2731,1,2731s1
2006,Jose Cruz,LAD,273,5,5,19.80%,15.80%,0.281,0.148,5.80%,50.30%,94,8.40%,16.60%,41.20%,79.50%,,,1296,1,1296s1
2006,Shea Hillenbrand,- - -,566,21,1,14.10%,3.70%,0.29,0.174,13.40%,34.40%,92,9.00%,34.20%,51.00%,82.30%,,,196,1,196s1
2006,Johnny Estrada,ARI,443,11,0,9.00%,2.90%,0.307,0.143,7.10%,40.60%,88,7.10%,38.30%,60.50%,88.00%,,,955,1,955s1
2006,Luis Castillo,MIN,652,3,25,8.90%,8.60%,0.324,0.074,2.80%,20.80%,95,2.30%,13.20%,35.70%,93.50%,,,513,1,513s1
2006,Craig Wilson,- - -,395,17,1,30.90%,7.10%,0.329,0.195,15.60%,45.60%,94,14.00%,26.50%,47.10%,70.20%,,,1015,1,1015s1
2006,Todd Greene,SFG,170,2,0,26.50%,5.90%,0.393,0.138,3.80%,46.50%,91,17.20%,37.30%,55.90%,68.50%,,,1450,1,1450s1
2006,Rob Bowen,SDP,110,3,0,23.60%,11.80%,0.303,0.149,15.80%,27.50%,99,11.80%,19.10%,44.00%,73.10%,,,1817,1,1817s1
2006,Khalil Greene,SDP,460,15,5,18.90%,8.50%,0.276,0.182,9.90%,46.20%,99,10.00%,25.10%,45.60%,78.20%,,,1826,1,1826s1
2006,Matt Stairs,- - -,394,13,0,21.80%,10.20%,0.291,0.172,12.50%,39.40%,91,8.80%,19.90%,41.00%,78.40%,,,1384,1,1384s1
2006,Melvin Mora,BAL,705,16,11,14.00%,7.70%,0.3,0.117,7.60%,40.70%,91,8.30%,23.90%,44.10%,81.10%,,,157,1,157s1
2006,Mike Rivera,MIL,158,6,0,13.30%,6.30%,0.274,0.19,10.20%,48.40%,91,13.30%,35.20%,55.70%,75.20%,,,493,1,493s1
2006,Damion Easley,ARI,220,9,1,13.60%,9.50%,0.23,0.185,14.30%,39.10%,86,6.90%,19.50%,40.70%,83.10%,,,464,1,464s1
2006,Marcus Giles,ATL,626,11,10,16.80%,9.90%,0.304,0.125,6.90%,36.00%,91,9.40%,20.50%,47.30%,80.20%,,,89,1,89s1
2006,Brandon Phillips,CIN,587,17,25,15.00%,6.00%,0.3,0.151,11.00%,34.70%,89,11.40%,26.90%,51.70%,77.90%,,,791,1,791s1
2006,Jason Smith,COL,108,5,3,26.90%,6.50%,0.323,0.162,19.20%,38.20%,82,16.80%,31.00%,51.20%,66.80%,,,1227,1,1227s1
2006,Aaron Rowand,PHI,445,12,10,17.10%,4.00%,0.295,0.163,10.80%,33.80%,88,9.50%,27.20%,49.60%,80.70%,,,254,1,254s1
2006,Aaron Hill,TOR,606,6,5,10.90%,6.90%,0.319,0.095,3.60%,34.60%,90,5.40%,18.10%,42.00%,86.90%,,,6104,1,6104s1
2006,Orlando Cabrera,LAA,675,9,27,8.60%,7.60%,0.294,0.122,3.70%,43.50%,92,5.60%,23.50%,43.00%,87.00%,,,766,1,766s1
2006,Juan Encarnacion,STL,598,19,6,14.40%,5.00%,0.297,0.165,11.60%,34.50%,93,10.80%,29.90%,50.20%,78.30%,,,320,1,320s1
2006,Chris Denorfia,CIN,120,1,1,17.50%,9.20%,0.345,0.085,5.00%,24.40%,88,7.90%,20.00%,42.00%,81.00%,,,4400,1,4400s1
2006,Corey Patterson,BAL,499,16,45,18.80%,4.20%,0.316,0.166,11.90%,40.10%,90,12.70%,37.20%,57.00%,77.50%,,,300,1,300s1
2006,Nick Punto,MIN,524,1,17,13.00%,9.00%,0.332,0.083,0.90%,30.10%,93,5.60%,20.60%,44.00%,87.20%,,,1429,1,1429s1
2006,David Bell,- - -,566,10,3,12.00%,8.80%,0.292,0.129,7.00%,32.40%,88,5.50%,20.30%,44.70%,87.50%,,,1108,1,1108s1
2006,Omar Infante,DET,245,4,3,18.40%,5.70%,0.328,0.138,5.30%,42.90%,91,11.90%,32.40%,51.70%,77.00%,,,1609,1,1609s1
2006,Jay Payton,OAK,588,10,8,8.80%,3.70%,0.31,0.122,5.80%,33.70%,93,6.70%,32.40%,52.50%,87.20%,,,890,1,890s1
2006,Jason Kendall,OAK,626,1,11,8.60%,8.50%,0.323,0.047,0.80%,25.90%,93,3.70%,19.80%,38.80%,90.50%,,,993,1,993s1
2006,Jason Repko,LAD,150,3,10,16.00%,10.00%,0.291,0.123,8.10%,35.20%,91,9.60%,21.80%,43.00%,77.50%,,,2628,1,2628s1
2006,Mark Grudzielanek,KCR,586,7,3,11.80%,4.80%,0.327,0.111,5.90%,24.40%,89,6.10%,27.00%,48.00%,87.20%,,,653,1,653s1
2006,Vance Wilson,DET,168,5,0,19.60%,1.20%,0.33,0.158,11.90%,35.60%,89,10.60%,35.40%,53.60%,80.30%,,,903,1,903s1
2006,Shannon Stewart,MIN,190,2,3,10.00%,7.40%,0.318,0.075,3.40%,38.10%,91,5.10%,22.00%,42.60%,88.10%,,,1322,1,1322s1
2006,Garret Anderson,LAA,588,17,1,16.20%,6.50%,0.308,0.153,10.10%,36.90%,90,9.80%,32.00%,50.40%,80.10%,,,2,1,2s1
2006,Javier Valentin,CIN,201,8,0,14.40%,6.50%,0.278,0.172,11.60%,43.40%,85,8.80%,28.80%,51.30%,82.50%,,,759,1,759s1
2006,Ryan Langerhans,ATL,369,7,1,24.70%,13.60%,0.317,0.137,8.50%,37.60%,87,9.90%,15.10%,42.80%,76.50%,,,98,1,98s1
2006,Cliff Floyd,NYM,376,11,6,15.40%,7.70%,0.263,0.163,9.80%,40.40%,89,10.50%,26.30%,50.20%,79.00%,,,518,1,518s1
2006,Eliezer Alfonzo,SFG,309,12,1,23.90%,2.90%,0.315,0.199,14.00%,40.00%,86,18.20%,45.20%,59.00%,68.30%,,,2331,1,2331s1
2006,Ronnie Belliard,- - -,590,13,2,13.70%,6.10%,0.299,0.131,8.00%,35.30%,88,9.50%,27.10%,48.80%,80.40%,,,677,1,677s1
2006,Mark Loretta,BOS,703,5,4,9.00%,7.00%,0.308,0.076,2.30%,37.60%,83,3.50%,19.90%,44.10%,92.00%,,,1383,1,1383s1
2006,Mark Kotsay,OAK,558,7,6,9.90%,7.90%,0.294,0.112,4.40%,35.50%,89,5.50%,21.70%,49.40%,88.80%,,,1042,1,1042s1
2006,Josh Barfield,SDP,578,13,21,14.00%,5.20%,0.307,0.143,6.80%,41.50%,93,10.20%,29.70%,54.90%,81.20%,,,3622,1,3622s1
2006,Juan Pierre,CHC,750,3,58,5.10%,4.30%,0.305,0.096,2.00%,23.80%,82,2.10%,24.70%,44.30%,95.20%,,,443,1,443s1
2006,Joe Inglett,CLE,222,2,5,17.60%,6.30%,0.342,0.1,4.40%,29.00%,87,6.50%,20.60%,42.70%,84.80%,,,7254,1,7254s1
2006,Chone Figgins,LAA,683,9,52,14.60%,9.50%,0.303,0.109,5.10%,35.60%,87,5.80%,15.30%,40.80%,85.70%,,,1580,1,1580s1
2006,Hank Blalock,TEX,646,16,1,15.20%,7.90%,0.294,0.135,8.70%,37.00%,82,10.00%,24.80%,49.30%,79.50%,,,1419,1,1419s1
2006,Jason Michaels,CLE,548,9,9,18.40%,7.80%,0.315,0.123,6.00%,37.60%,87,8.50%,18.90%,44.20%,80.70%,,,1399,1,1399s1
2006,Randy Winn,SFG,635,11,10,9.90%,7.60%,0.276,0.134,6.40%,33.30%,84,5.50%,22.30%,47.60%,88.30%,,,1235,1,1235s1
2006,Brad Wilkerson,TEX,365,15,3,31.80%,10.10%,0.292,0.2,14.90%,49.50%,82,14.00%,20.30%,43.90%,68.00%,,,804,1,804s1
2006,Jose Lopez,SEA,655,10,5,12.20%,4.00%,0.309,0.123,5.70%,33.30%,89,6.70%,28.60%,48.60%,86.20%,,,3114,1,3114s1
2006,Ryan Doumit,PIT,178,6,0,23.60%,8.40%,0.243,0.181,14.60%,37.60%,86,11.70%,23.90%,45.10%,73.90%,,,2113,1,2113s1
2006,Craig Biggio,HOU,607,21,3,13.80%,6.60%,0.254,0.175,10.90%,41.40%,85,10.70%,27.80%,50.10%,78.60%,,,549,1,549s1
2006,Jeff Conine,- - -,539,10,3,12.10%,7.40%,0.289,0.131,6.70%,34.90%,84,4.80%,18.50%,42.00%,88.50%,,,131,1,131s1
2006,Gabe Kapler,BOS,147,2,1,10.20%,9.50%,0.274,0.1,4.70%,38.40%,82,6.30%,27.80%,43.40%,85.50%,,,1256,1,1256s1
2006,Jason Lane,HOU,345,15,1,21.70%,14.20%,0.213,0.191,12.00%,57.60%,85,9.80%,20.50%,41.80%,76.50%,,,1397,1,1397s1
2006,David Eckstein,STL,552,2,7,7.40%,5.60%,0.313,0.052,1.50%,29.10%,87,2.90%,23.50%,42.90%,93.10%,,,10,1,10s1
2006,Preston Wilson,- - -,537,17,12,22.50%,5.40%,0.314,0.16,16.70%,26.70%,85,11.90%,27.80%,50.50%,76.30%,,,545,1,545s1
2006,Jeff Francoeur,ATL,686,29,1,19.20%,3.40%,0.284,0.189,15.30%,36.70%,84,14.20%,36.80%,61.00%,76.40%,,,4792,1,4792s1
2006,Howie Kendrick,LAA,283,4,6,15.50%,3.20%,0.324,0.131,5.50%,32.60%,86,10.90%,33.80%,52.00%,78.80%,,,4229,1,4229s1
2006,Kevin Mench,- - -,482,13,1,12.20%,5.60%,0.282,0.15,8.40%,39.30%,82,8.70%,30.00%,50.00%,82.50%,,,1261,1,1261s1
2006,Adam Kennedy,LAA,503,4,16,14.30%,7.80%,0.313,0.111,3.30%,32.30%,85,8.30%,26.80%,49.40%,83.00%,,,19,1,19s1
2006,Jason Varitek,BOS,416,12,1,20.90%,11.10%,0.28,0.162,11.30%,37.90%,81,9.50%,24.90%,43.50%,77.80%,,,217,1,217s1
2006,Sean Casey,- - -,440,8,0,9.80%,7.50%,0.287,0.116,6.80%,32.80%,85,5.20%,24.80%,45.80%,88.40%,,,314,1,314s1
2006,Jhonny Peralta,CLE,632,13,0,24.10%,8.90%,0.327,0.128,9.20%,33.80%,85,11.80%,20.50%,44.30%,73.40%,,,1738,1,1738s1
2006,Ramon Martinez,LAD,194,2,0,10.30%,7.70%,0.305,0.085,3.40%,37.20%,85,4.50%,13.90%,39.90%,88.80%,,,1120,1,1120s1
2006,Mark Sweeney,SFG,291,5,0,17.20%,9.60%,0.293,0.131,6.80%,35.60%,82,8.00%,16.60%,45.20%,82.10%,,,1408,1,1408s1
2006,Yorvit Torrealba,COL,241,7,4,20.30%,4.60%,0.286,0.193,16.30%,24.70%,74,9.20%,22.30%,43.80%,79.00%,,,1135,1,1135s1
2006,Eric Bruntlett,HOU,136,0,3,15.40%,9.60%,0.333,0.067,0.00%,38.40%,83,4.80%,15.70%,39.80%,87.80%,,,1753,1,1753s1
2006,Cody Ross,- - -,298,13,1,21.80%,7.40%,0.249,0.204,14.80%,42.90%,85,10.80%,24.50%,46.80%,76.90%,,,1760,1,1760s1
2006,Cory Sullivan,COL,443,2,10,22.60%,7.20%,0.349,0.135,2.30%,32.40%,74,10.20%,20.70%,48.40%,78.70%,,,1940,1,1940s1
2006,Steve Finley,SFG,481,6,7,11.40%,9.60%,0.268,0.148,4.20%,38.80%,82,5.20%,19.90%,42.40%,87.60%,,,54,1,54s1
2006,Reggie Sanders,KCR,358,11,7,24.00%,7.80%,0.297,0.178,11.60%,39.10%,83,14.00%,24.70%,50.60%,72.20%,,,1129,1,1129s1
2006,Joe Borchard,- - -,270,10,0,25.60%,10.40%,0.281,0.163,17.50%,33.50%,84,14.20%,22.50%,48.70%,70.60%,,,224,1,224s1
2006,Alexis Gomez,DET,111,1,4,18.90%,5.40%,0.333,0.117,3.70%,34.60%,83,10.20%,27.80%,55.70%,81.70%,,,1501,1,1501s1
2006,Jeremy Hermida,FLA,348,5,4,20.10%,9.50%,0.309,0.117,6.20%,34.90%,84,8.90%,19.00%,42.50%,78.90%,,,7208,1,7208s1
2006,Henry Blanco,CHC,261,6,0,14.60%,5.40%,0.291,0.154,7.70%,38.00%,78,6.60%,23.20%,43.70%,84.80%,,,81,1,81s1
2006,Matt Kemp,LAD,166,7,6,31.90%,5.40%,0.33,0.195,18.90%,35.90%,84,17.10%,31.30%,51.10%,66.30%,,,5631,1,5631s1
2006,Yuniesky Betancourt,SEA,584,8,11,9.20%,2.90%,0.308,0.115,4.40%,35.70%,86,5.80%,27.60%,49.00%,88.10%,,,8585,1,8585s1
2006,Mark Ellis,OAK,500,11,4,15.20%,8.00%,0.274,0.136,7.20%,41.60%,84,5.70%,19.90%,41.40%,86.20%,,,1443,1,1443s1
2006,Dan Johnson,OAK,331,9,0,13.60%,12.10%,0.245,0.147,10.30%,35.40%,84,5.50%,14.30%,37.70%,85.30%,,,2167,1,2167s1
2006,Ramon Castro,NYM,144,4,0,27.80%,10.40%,0.313,0.151,10.80%,42.50%,83,9.50%,16.80%,38.50%,75.00%,,,514,1,514s1
2006,Coco Crisp,BOS,452,8,22,14.80%,6.90%,0.299,0.121,6.60%,35.70%,78,6.60%,20.00%,43.00%,84.60%,,,1572,1,1572s1
2006,Brady Clark,MIL,483,4,3,12.40%,8.90%,0.295,0.072,3.00%,36.80%,80,5.70%,16.90%,41.00%,85.90%,,,1398,1,1398s1
2006,Jason Tyner,MIN,232,0,4,7.80%,4.70%,0.337,0.041,0.00%,21.20%,83,3.50%,28.60%,47.00%,92.50%,,,1232,1,1232s1
2006,Placido Polanco,DET,495,4,1,5.50%,3.40%,0.306,0.069,3.30%,27.90%,81,2.90%,22.10%,46.10%,93.60%,,,1176,1,1176s1
2006,So Taguchi,STL,361,2,11,13.30%,8.90%,0.306,0.085,2.40%,30.50%,82,6.50%,19.90%,48.00%,86.50%,,,1186,1,1186s1
2006,Rod Barajas,TEX,371,11,0,13.70%,4.60%,0.272,0.154,7.40%,51.00%,77,8.60%,30.40%,51.90%,83.50%,,,45,1,45s1
2006,Julio Franco,NYM,179,2,6,27.40%,7.30%,0.377,0.097,9.50%,18.10%,82,12.00%,23.60%,46.60%,74.00%,,,87,1,87s1
2006,Miguel Olivo,FLA,452,16,2,22.80%,2.00%,0.309,0.177,12.70%,38.50%,82,17.20%,39.70%,59.50%,70.80%,,,1638,1,1638s1
2006,Angel Pagan,CHC,187,5,4,15.00%,8.00%,0.268,0.147,10.40%,34.30%,75,7.10%,23.60%,45.30%,84.20%,,,2918,1,2918s1
2006,John Buck,KCR,409,11,0,20.50%,6.40%,0.289,0.151,11.00%,34.80%,80,10.80%,26.70%,51.30%,78.80%,,,2041,1,2041s1
2006,Alex Cintron,CHW,304,5,10,11.50%,3.30%,0.307,0.108,6.40%,31.20%,76,8.90%,33.70%,54.30%,83.50%,,,50,1,50s1
2006,Damian Miller,MIL,376,6,0,22.90%,8.80%,0.316,0.139,7.00%,34.50%,78,12.70%,21.70%,49.70%,74.00%,,,65,1,65s1
2006,Scott Podsednik,CHW,592,3,40,16.20%,9.10%,0.312,0.092,2.60%,28.20%,76,4.00%,16.80%,36.60%,89.20%,,,1095,1,1095s1
2006,Andy Marte,CLE,178,5,0,21.30%,7.30%,0.264,0.195,8.20%,48.40%,80,9.70%,20.70%,43.50%,77.60%,,,3203,1,3203s1
2006,Joe Randa,PIT,227,4,0,11.50%,7.00%,0.285,0.121,5.10%,43.20%,80,6.10%,16.50%,46.10%,86.60%,,,623,1,623s1
2006,Shane Costa,KCR,252,3,2,11.50%,2.40%,0.3,0.131,4.30%,33.30%,79,6.50%,35.90%,54.00%,87.90%,,,6358,1,6358s1
2006,Craig Counsell,ARI,415,4,15,11.30%,7.50%,0.283,0.091,4.00%,31.80%,73,3.60%,18.80%,37.70%,90.30%,,,52,1,52s1
2006,Dmitri Young,DET,184,7,1,21.20%,6.00%,0.283,0.157,15.60%,33.60%,78,14.00%,31.60%,54.30%,74.30%,,,505,1,505s1
2006,Jack Wilson,PIT,594,8,4,10.90%,5.60%,0.295,0.098,5.60%,30.30%,79,5.10%,23.00%,45.10%,88.70%,,,1017,1,1017s1
2006,Willy Taveras,HOU,587,1,33,15.00%,5.80%,0.33,0.06,0.90%,26.90%,77,5.00%,19.60%,42.90%,88.40%,,,1876,1,1876s1
2006,Aaron Boone,CLE,392,7,5,15.80%,6.90%,0.287,0.119,6.10%,39.50%,79,9.70%,27.70%,49.50%,80.30%,,,311,1,311s1
2006,Jeromy Burnitz,PIT,343,16,1,21.60%,6.40%,0.249,0.192,16.00%,41.50%,78,14.40%,28.70%,52.70%,72.50%,,,867,1,867s1
2006,Jose Hernandez,- - -,166,3,0,24.10%,7.20%,0.339,0.099,8.10%,33.60%,77,11.40%,24.10%,45.60%,74.90%,,,688,1,688s1
2006,Tony Batista,MIN,195,5,0,13.80%,7.70%,0.253,0.152,8.80%,37.70%,79,7.70%,20.10%,43.90%,82.30%,,,124,1,124s1
2006,J.J. Hardy,MIL,139,5,1,16.50%,7.20%,0.257,0.156,13.90%,34.30%,76,5.10%,17.60%,35.70%,85.80%,,,3797,1,3797s1
2006,Josh Paul,TBD,165,1,1,23.60%,8.50%,0.346,0.082,3.10%,29.60%,79,10.50%,19.80%,43.10%,75.60%,,,251,1,251s1
