idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Pull%,Cent%,Oppo%,Date,hmm
sa1159899-AA-CIN,Quincy McAfee,CIN,24,AA,160,98,0.238,0.158,0.101,0.106,0.741,0.29,0.233,0.35,0.391,0.091,4,7,1,0,2,0.463,0.337,0.2,0.463,0.337,0.2,2022-06-03,0.23402729252273086
sa1169595-A+-ATL,Beau Philip,ATL,23,A+,165,78,0.285,0.089,0.134,0.139,0.631,0.289,0.215,0.327,0.304,0.083,3,3,0,4,2,0.391,0.5,0.109,0.391,0.5,0.109,2022-06-03,0.14048962732135042
sa1169598-A+-BOS,Matthew Lugo,BOS,21,A+,182,127,0.176,0.218,0.136,0.06,0.857,0.333,0.291,0.348,0.509,0.094,5,11,5,6,3,0.402,0.364,0.235,0.402,0.364,0.235,2022-06-03,0.3329394043249642
sa1169610-A-CIN,Tyler Callihan,CIN,22,A,48,124,0.146,0.125,0.087,0.167,0.75,0.281,0.25,0.375,0.375,0.083,1,2,0,2,1,0.387,0.29,0.323,0.387,0.29,0.323,2022-06-03,0.21369246909676312
sa1169620-A-TEX,Marcus Smith,TEX,21,A,148,81,0.459,0.137,0.137,0.189,0.595,0.283,0.145,0.313,0.282,0.211,4,2,1,15,0,0.38,0.54,0.08,0.38,0.54,0.08,2022-06-03,0.17093157995654604
sa1169627-AA-CIN,Ivan Johnson,CIN,23,AA,30,118,0.233,0.192,0.183,0.133,0.828,0.333,0.269,0.367,0.462,0.2,1,2,0,0,1,0.294,0.471,0.235,0.294,0.471,0.235,2022-06-03,0.2868406201058505
sa1169773-AA-TOR,LJ Talley,TOR,25,AA,59,107,0.203,0.143,0.098,0.153,0.723,0.257,0.224,0.356,0.367,0.111,2,1,0,0,0,0.486,0.351,0.162,0.486,0.351,0.162,2022-06-03,0.21442494308900992
sa1169792-AA-LAD,Ryan Ward,LAD,24,AA,177,100,0.192,0.264,0.138,0.056,0.828,0.248,0.258,0.307,0.521,0.25,13,4,0,0,0,0.409,0.409,0.181,0.409,0.409,0.181,2022-06-03,0.34791879617397287
sa1169878-A-ATL,Brandon Parker,ATL,23,A,101,134,0.257,0.154,0.123,0.188,0.803,0.346,0.244,0.406,0.397,0.091,1,5,2,1,0,0.216,0.49,0.294,0.216,0.49,0.294,2022-06-03,0.24007918129829126
sa1169881-A+-LAD,Zac Ching,LAD,25,A+,69,62,0.348,0.069,0.097,0.116,0.548,0.306,0.19,0.29,0.259,0.0,0,4,0,2,0,0.429,0.343,0.229,0.429,0.343,0.229,2022-06-03,0.10815536404711978
sa1169919-AAA-BOS,Nick Sogard,BOS,24,AAA,15,81,0.133,0.0,0.043,0.0,0.667,0.385,0.333,0.333,0.333,0.0,0,0,0,0,0,0.308,0.538,0.154,0.308,0.538,0.154,2022-06-03,0.0
sa1169919-AA-BOS,Nick Sogard,BOS,24,AA,141,123,0.191,0.085,0.087,0.156,0.772,0.352,0.282,0.404,0.368,0.057,2,4,0,6,2,0.389,0.411,0.2,0.389,0.411,0.2,2022-06-03,0.17011909152119767
sa1169940-A+-MIN,Kennie Taylor,MIN,25,A+,69,18,0.333,0.045,0.164,0.043,0.415,0.256,0.167,0.203,0.212,0.0,0,1,1,1,2,0.341,0.561,0.098,0.341,0.561,0.098,2022-06-03,0.07138165970845953
sa1169940-AA-MIN,Kennie Taylor,MIN,25,AA,27,-10,0.444,0.0,0.216,0.185,0.268,0.1,0.045,0.222,0.045,0.0,0,0,0,0,0,0.3,0.6,0.1,0.3,0.6,0.1,2022-06-03,0.0
sa1169956-A-TBR,Logan Allen,TBR,23,A,5,-5,0.4,0.0,0.118,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
sa1169956-AA-TBR,Logan Allen,TBR,23,AA,13,89,0.231,0.3,0.122,0.077,0.708,0.0,0.1,0.308,0.4,0.25,1,0,0,1,0,0.571,0.286,0.143,0.571,0.286,0.143,2022-06-03,0.3
sa1169970-A-MIA,Javeon Cody,MIA,22,A,97,104,0.33,0.092,0.169,0.072,0.701,0.418,0.276,0.333,0.368,0.077,1,3,1,2,1,0.236,0.509,0.255,0.236,0.509,0.255,2022-06-03,0.16044019930077016
sa1170003-AA-TBR,Brett Wisely,TBR,23,AA,140,126,0.257,0.24,0.133,0.1,0.885,0.365,0.288,0.357,0.528,0.119,5,9,3,7,5,0.472,0.326,0.202,0.472,0.326,0.202,2022-06-03,0.34220995039240865
sa1170006-A+-LAD,Joe Vranesh,LAD,24,A+,74,39,0.446,0.147,0.172,0.041,0.497,0.212,0.147,0.203,0.294,0.167,3,1,0,2,0,0.514,0.314,0.171,0.514,0.314,0.171,2022-06-03,0.1741757517524363
sa1170010-AA-MIL,Cam Devanney,MIL,25,AA,153,94,0.183,0.182,0.135,0.078,0.751,0.269,0.248,0.32,0.431,0.158,6,7,0,2,2,0.355,0.449,0.196,0.355,0.449,0.196,2022-06-03,0.2681815280064815
sa1170041-A+-KCR,Burle Dixon,KCR,23,A+,128,71,0.398,0.128,0.181,0.07,0.601,0.344,0.205,0.268,0.333,0.077,2,9,0,6,1,0.4,0.415,0.185,0.4,0.415,0.185,2022-06-03,0.17862541954852282
sa1170052-A+-NYM,Tanner Murphy,NYM,24,A+,42,46,0.429,0.132,0.19,0.048,0.554,0.333,0.184,0.238,0.316,0.0,0,3,1,0,0,0.333,0.429,0.238,0.333,0.429,0.238,2022-06-03,0.17635354381487617
sa1170279-A+-NYM,Matt O'Neill,NYM,24,A+,95,138,0.295,0.219,0.078,0.211,0.863,0.364,0.233,0.411,0.452,0.1,1,5,4,0,0,0.233,0.535,0.233,0.233,0.535,0.233,2022-06-03,0.3085969815681525
sa1170316-AA-KCR,Jake Means,KCR,26,AA,140,62,0.293,0.171,0.128,0.107,0.652,0.262,0.195,0.286,0.366,0.111,3,12,0,2,0,0.338,0.45,0.212,0.338,0.45,0.212,2022-06-03,0.23053136512797717
sa1170340-AA-MIL,Terence Doston,MIL,21,AA,10,185,0.1,0.111,0.135,0.1,1.056,0.5,0.444,0.5,0.556,0.0,0,1,0,0,0,0.25,0.375,0.375,0.25,0.375,0.375,2022-06-03,0.2999866031429269
sa1170373-AA-LAA,Anthony Mulrine,LAA,24,AA,79,38,0.316,0.088,0.184,0.101,0.501,0.214,0.147,0.266,0.235,0.056,1,3,0,0,0,0.439,0.415,0.146,0.439,0.415,0.146,2022-06-03,0.12129355579532047
sa1170420-AA-ARI,Elvis Peralta,ARI,25,AA,4,-1,0.5,0.0,0.35,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
sa1170451-AA-CHC,Bryce Ball,CHC,23,AA,203,120,0.212,0.174,0.101,0.123,0.835,0.349,0.287,0.374,0.461,0.133,6,11,1,0,1,0.333,0.452,0.215,0.333,0.452,0.215,2022-06-03,0.277132557983045
sa1170516-AA-MIN,Alex Isola,MIN,23,AA,135,129,0.2,0.193,0.072,0.141,0.9,0.349,0.307,0.4,0.5,0.146,6,4,0,0,1,0.461,0.303,0.236,0.461,0.303,0.236,2022-06-03,0.30275882923587816
sa1170619-AAA-PIT,Josh Bissonette,PIT,25,AAA,56,75,0.214,0.021,0.091,0.143,0.601,0.314,0.234,0.345,0.255,0.0,0,1,0,1,0,0.129,0.742,0.129,0.129,0.742,0.129,2022-06-03,0.053461414231177305
sa1170874-AA-PIT,Dylan Shockley,PIT,25,AA,33,20,0.394,0.036,0.231,0.091,0.385,0.2,0.107,0.242,0.143,0.0,0,1,0,1,0,0.214,0.643,0.143,0.214,0.643,0.143,2022-06-03,0.0500185633403468
sa1170876-A+-ATL,Willie Carter,ATL,25,A+,71,41,0.366,0.017,0.225,0.099,0.482,0.306,0.183,0.282,0.2,0.0,0,1,0,1,1,0.5,0.312,0.188,0.5,0.312,0.188,2022-06-03,0.0326057773037707
sa185525-AA-CLE,Eric Rodriguez,CLE,23,AA,58,8,0.276,0.019,0.123,0.052,0.38,0.216,0.151,0.211,0.17,0.0,0,1,0,0,0,0.27,0.541,0.189,0.27,0.541,0.189,2022-06-03,0.03417876315210361
sa185525-AAA-CLE,Eric Rodriguez,CLE,23,AAA,4,-100,0.75,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
sa3002634-AAA-WSN,Wilmer Perez,WSN,24,AAA,3,-100,1.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-03,0.0
sa3002635-A-WSN,Geraldi Diaz,WSN,21,A,81,138,0.136,0.177,0.105,0.185,0.827,0.275,0.242,0.407,0.419,0.038,1,6,1,2,0,0.51,0.353,0.137,0.51,0.353,0.137,2022-06-03,0.27723259896080155
sa3002670-A+-SDP,Justin Lopez,SDP,22,A+,128,45,0.227,0.092,0.157,0.055,0.512,0.233,0.185,0.234,0.277,0.029,1,6,1,0,0,0.389,0.489,0.122,0.389,0.489,0.122,2022-06-03,0.14130502953735724
sa3002711-A+-PHI,Nicolas Torres,PHI,22,A+,122,34,0.262,0.07,0.157,0.057,0.492,0.247,0.184,0.238,0.254,0.04,1,3,1,2,3,0.312,0.488,0.2,0.312,0.488,0.2,2022-06-03,0.1110813607853304
sa3002758-AAA-SEA,Mason McCoy,SEA,27,AAA,148,72,0.297,0.176,0.124,0.081,0.699,0.298,0.229,0.295,0.405,0.143,5,8,0,6,1,0.398,0.386,0.216,0.398,0.386,0.216,2022-06-03,0.24401430388958056
sa3002836-AAA-STL,Evan Mendoza,STL,26,AAA,152,90,0.132,0.118,0.056,0.151,0.681,0.238,0.22,0.342,0.339,0.062,3,6,0,6,0,0.453,0.34,0.208,0.453,0.34,0.208,2022-06-03,0.19324375472698163
sa3002845-A-LAD,Hector Martinez,LAD,21,A,2,176,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
sa3002847-AAA-SEA,Cesar Izturis Jr.,SEA,22,AAA,20,70,0.15,0.0,0.121,0.1,0.628,0.333,0.278,0.35,0.278,0.0,0,0,0,2,2,0.214,0.5,0.286,0.214,0.5,0.286,2022-06-03,0.0
sa3002851-A-SEA,Robert Perez Jr.,SEA,22,A,210,141,0.267,0.309,0.169,0.114,0.945,0.3,0.27,0.367,0.579,0.268,15,10,0,4,0,0.459,0.369,0.172,0.459,0.369,0.172,2022-06-03,0.39275095373506264
sa3002855-A-NYM,Albert Suarez,NYM,22,A,33,-41,0.182,0.0,0.113,0.061,0.188,0.08,0.067,0.121,0.067,0.0,0,0,0,0,0,0.375,0.583,0.042,0.375,0.583,0.042,2022-06-03,0.0
sa3002860-A-SDP,Carlos Luis,SDP,22,A,157,99,0.217,0.13,0.101,0.096,0.742,0.33,0.268,0.344,0.399,0.136,3,9,0,2,0,0.214,0.66,0.126,0.214,0.66,0.126,2022-06-03,0.21681749211551807
sa3002862-A+-LAD,Ismael Alcantara,LAD,23,A+,169,32,0.26,0.051,0.133,0.036,0.458,0.241,0.179,0.228,0.231,0.036,1,5,0,7,3,0.259,0.519,0.222,0.259,0.519,0.222,2022-06-03,0.08475316636103279
sa3002866-A-SEA,Freuddy Batista,SEA,22,A,99,94,0.303,0.188,0.225,0.091,0.723,0.288,0.212,0.323,0.4,0.1,3,5,1,1,1,0.556,0.278,0.167,0.556,0.278,0.167,2022-06-03,0.2537952837669945
sa3002875-A+-NYY,Eric Wagaman,NYY,24,A+,82,160,0.146,0.238,0.11,0.22,0.947,0.277,0.27,0.439,0.508,0.286,4,3,0,0,0,0.275,0.51,0.216,0.275,0.51,0.216,2022-06-03,0.3430602027029139
sa3002878-AAA-STL,Irving Lopez,STL,27,AAA,8,61,0.25,0.125,0.034,0.0,0.625,0.333,0.25,0.25,0.375,0.0,0,1,0,0,0,0.167,0.333,0.5,0.167,0.333,0.5,2022-06-03,0.2031278158252659
sa3003175-A-CIN,Fidel Castro,CIN,23,A,17,89,0.529,0.231,0.189,0.059,0.602,0.0,0.077,0.294,0.308,0.5,1,0,0,0,0,0.667,0.333,0.0,0.667,0.333,0.0,2022-06-03,0.231
sa3003210-A-CIN,Debby Santana,CIN,21,A,25,-24,0.68,0.0,0.234,0.04,0.205,0.2,0.045,0.16,0.045,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
sa3003213-A-KCR,Felix Familia,KCR,23,A,41,32,0.293,0.029,0.199,0.073,0.437,0.261,0.171,0.237,0.2,0.0,0,1,0,1,0,0.348,0.478,0.174,0.348,0.478,0.174,2022-06-03,0.05267080020444037
sa3003216-A-SEA,Amador Arias,SEA,21,A,121,73,0.405,0.101,0.182,0.14,0.605,0.327,0.182,0.322,0.283,0.091,2,4,0,0,2,0.44,0.46,0.1,0.44,0.46,0.1,2022-06-03,0.1429556707019718
sa3003219-AAA-TOR,Rafael Lantigua,TOR,24,AAA,7,103,0.143,0.0,0.032,0.286,0.629,0.25,0.2,0.429,0.2,0.0,0,0,0,0,0,0.0,0.75,0.25,0.0,0.75,0.25,2022-06-03,0.0
sa3003222-A+-NYY,Aldenis Sanchez,NYY,23,A+,146,90,0.295,0.058,0.139,0.164,0.646,0.342,0.225,0.363,0.283,0.067,1,2,1,16,3,0.205,0.603,0.192,0.205,0.603,0.192,2022-06-03,0.10660018947048441
sa3003238-A-TEX,Yenci Pena,TEX,21,A,89,108,0.236,0.125,0.172,0.157,0.707,0.28,0.222,0.36,0.347,0.095,2,3,0,3,0,0.412,0.353,0.235,0.412,0.353,0.235,2022-06-03,0.19240100418883332
sa3003256-A+-PIT,Claudio Finol,PIT,22,A+,14,3,0.286,0.143,0.1,0.0,0.429,0.2,0.143,0.143,0.286,0.0,0,0,1,0,0,0.3,0.5,0.2,0.3,0.5,0.2,2022-06-03,0.18571288146741757
sa3003260-A+-DET,Jimmy Mojica,DET,22,A+,23,36,0.174,0.0,0.125,0.087,0.451,0.235,0.19,0.261,0.19,0.0,0,0,0,0,0,0.176,0.765,0.059,0.176,0.765,0.059,2022-06-03,0.0
sa3003262-A-DET,Eliezer Alfonzo,DET,22,A,15,-66,0.133,0.0,0.062,0.0,0.133,0.077,0.067,0.067,0.067,0.0,0,0,0,0,0,0.333,0.583,0.083,0.333,0.583,0.083,2022-06-03,0.0
sa3003267-A-DET,Esney Chacon,DET,22,A,34,196,0.324,0.103,0.191,0.147,1.017,0.667,0.414,0.5,0.517,0.0,0,1,1,3,1,0.118,0.412,0.471,0.118,0.412,0.471,2022-06-03,0.22830770265763883
sa3003276-AA-TOR,Steward Berroa,TOR,23,AA,60,45,0.283,0.091,0.138,0.083,0.523,0.243,0.182,0.25,0.273,0.067,1,0,1,7,0,0.405,0.595,0.0,0.405,0.595,0.0,2022-06-03,0.13420441385907403
sa3003282-A+-TBR,Abiezel Ramirez,TBR,22,A+,31,90,0.258,0.214,0.191,0.097,0.719,0.263,0.214,0.29,0.429,0.091,1,1,1,0,0,0.579,0.211,0.211,0.579,0.211,0.211,2022-06-03,0.28492255201589345
sa3003288-A+-NYM,Jose Peroza,NYM,22,A+,134,62,0.306,0.085,0.19,0.097,0.579,0.289,0.203,0.291,0.288,0.065,2,4,0,0,0,0.413,0.44,0.147,0.413,0.44,0.147,2022-06-03,0.13204941079742757
sa3003316-A+-CHC,Alexander Canario,CHC,22,A+,100,160,0.35,0.303,0.167,0.1,0.944,0.383,0.281,0.36,0.584,0.292,7,6,0,3,0,0.444,0.296,0.259,0.444,0.296,0.259,2022-06-03,0.38686977541046796
sa3003325-A+-HOU,Nerio Rodriguez,HOU,22,A+,131,150,0.221,0.261,0.118,0.122,0.939,0.329,0.288,0.389,0.55,0.212,7,8,0,0,0,0.407,0.383,0.21,0.407,0.383,0.21,2022-06-03,0.3640331466228782
sa3003328-A-STL,Franklin Soto,STL,22,A,34,72,0.294,0.0,0.15,0.118,0.557,0.35,0.233,0.324,0.233,0.0,0,0,0,1,0,0.421,0.421,0.158,0.421,0.421,0.158,2022-06-03,0.0
sa3003330-A+-HOU,Deury Carrasco,HOU,22,A+,79,106,0.392,0.169,0.169,0.152,0.739,0.394,0.215,0.354,0.385,0.071,1,4,2,3,0,0.412,0.441,0.147,0.412,0.441,0.147,2022-06-03,0.235492272900121
sa3003331-A+-SFG,Ghordy Santos,SFG,22,A+,160,103,0.319,0.129,0.154,0.062,0.693,0.366,0.252,0.312,0.381,0.086,3,8,1,5,2,0.402,0.46,0.138,0.402,0.46,0.138,2022-06-03,0.199707418580001
sa3003339-A+-TOR,Hugo Cardona,TOR,22,A+,35,95,0.429,0.194,0.148,0.086,0.673,0.375,0.194,0.286,0.387,0.0,0,4,1,4,0,0.333,0.333,0.333,0.333,0.333,0.333,2022-06-03,0.2520331222532611
sa3003347-AA-TOR,Sebastian Espino,TOR,22,AA,144,58,0.493,0.209,0.233,0.069,0.595,0.268,0.164,0.222,0.373,0.233,7,7,0,1,0,0.484,0.371,0.145,0.484,0.371,0.145,2022-06-03,0.24198330485205027
sa3003350-A-LAD,Kenneth Betancourt,LAD,22,A,118,93,0.169,0.151,0.085,0.085,0.728,0.286,0.255,0.322,0.406,0.12,3,7,0,3,0,0.294,0.482,0.224,0.294,0.482,0.224,2022-06-03,0.24135668123209197
sa3003386-AA-HOU,Yainer Diaz,HOU,23,AA,206,110,0.131,0.154,0.127,0.078,0.832,0.346,0.314,0.364,0.468,0.105,4,11,3,1,0,0.238,0.538,0.225,0.238,0.538,0.225,2022-06-03,0.27912067955736547
sa3003413-A-TBR,Freddvil Chevez,TBR,22,A,117,25,0.248,0.065,0.15,0.06,0.436,0.203,0.157,0.214,0.222,0.036,1,2,1,0,0,0.373,0.507,0.12,0.373,0.507,0.12,2022-06-03,0.09805346705866876
sa3003436-AA-TEX,Trey Hair,TEX,27,AA,116,70,0.181,0.2,0.182,0.078,0.697,0.225,0.219,0.278,0.419,0.152,5,6,0,2,1,0.388,0.388,0.224,0.388,0.388,0.224,2022-06-03,0.27380592246021174
sa3003959-AAA-TOR,Cullen Large,TOR,26,AAA,148,102,0.243,0.128,0.102,0.088,0.743,0.351,0.271,0.345,0.398,0.086,3,8,0,4,0,0.368,0.379,0.253,0.368,0.379,0.253,2022-06-03,0.2133693612471285
sa3003961-AA-STL,Chase Pinder,STL,26,AA,81,119,0.222,0.191,0.065,0.123,0.868,0.347,0.294,0.383,0.485,0.136,3,4,0,0,2,0.431,0.373,0.196,0.431,0.373,0.196,2022-06-03,0.29311835749843335
sa3003969-AA-SDP,Chandler Seagle,SDP,26,AA,115,79,0.209,0.09,0.106,0.087,0.676,0.32,0.25,0.336,0.34,0.05,1,6,0,2,1,0.267,0.493,0.24,0.267,0.493,0.24,2022-06-03,0.16384546557137525
sa3004046-A-LAA,Jeremy Arocho,LAA,23,A,40,125,0.225,0.033,0.099,0.225,0.75,0.381,0.267,0.45,0.3,0.0,0,1,0,2,0,0.238,0.619,0.143,0.238,0.619,0.143,2022-06-03,0.0852442460533654
sa3004048-AA-SDP,Tirso Ornelas,SDP,22,AA,145,70,0.193,0.089,0.091,0.048,0.666,0.321,0.267,0.31,0.356,0.095,2,6,0,2,0,0.196,0.598,0.206,0.196,0.598,0.206,2022-06-03,0.166544623745956
sa3004051-AA-CHW,Lenyn Sosa,CHW,22,AA,218,147,0.142,0.219,0.083,0.064,0.956,0.361,0.342,0.394,0.561,0.167,10,9,2,0,0,0.361,0.41,0.229,0.361,0.41,0.229,2022-06-03,0.3566568651809394
sa3004053-AAA-SEA,Miguel Perez,SEA,21,AAA,21,14,0.667,0.15,0.224,0.048,0.49,0.4,0.15,0.19,0.3,1.0,1,0,0,0,0,0.167,0.333,0.5,0.167,0.333,0.5,2022-06-03,0.16665103774217563
sa3004055-A+-OAK,Austin Beck,OAK,23,A+,133,98,0.226,0.197,0.106,0.09,0.712,0.229,0.222,0.293,0.419,0.179,7,2,0,1,0,0.453,0.349,0.198,0.453,0.349,0.198,2022-06-03,0.2628451404570121
sa3004060-A+-MIA,Marcus Chiu,MIA,25,A+,119,82,0.353,0.093,0.169,0.042,0.627,0.359,0.231,0.303,0.324,0.083,2,4,0,0,0,0.381,0.508,0.111,0.381,0.508,0.111,2022-06-03,0.14658804106614992
sa3004065-AA-ARI,Jancarlos Cintron,ARI,27,AA,146,111,0.137,0.189,0.094,0.062,0.85,0.336,0.311,0.35,0.5,0.114,4,13,0,6,1,0.312,0.446,0.241,0.312,0.446,0.241,2022-06-03,0.3147401537354823
sa3004066-AA-SDP,Robbie Podorsky,SDP,27,AA,45,174,0.2,0.225,0.127,0.067,1.08,0.516,0.4,0.455,0.625,0.0,0,5,2,2,0,0.333,0.433,0.233,0.333,0.433,0.233,2022-06-03,0.3946818298733318
sa3004140-AAA-TEX,Bubba Thompson,TEX,24,AAA,177,97,0.288,0.15,0.173,0.011,0.796,0.424,0.318,0.328,0.468,0.156,5,5,3,26,1,0.267,0.475,0.258,0.267,0.475,0.258,2022-06-03,0.24671083160367438
sa3004142-A+-TEX,Chris Seise,TEX,23,A+,140,84,0.35,0.171,0.166,0.071,0.691,0.333,0.233,0.288,0.403,0.238,5,5,1,0,0,0.276,0.487,0.237,0.276,0.487,0.237,2022-06-03,0.2352080355444607
sa3004146-AA-NYY,Jeisson Rosario,NYY,22,AA,154,95,0.175,0.145,0.106,0.143,0.69,0.248,0.214,0.331,0.359,0.079,3,6,2,6,1,0.376,0.426,0.198,0.376,0.426,0.198,2022-06-03,0.22001199780310196
sa3004147-A+-CLE,Johnathan Rodriguez,CLE,22,A+,118,82,0.237,0.12,0.119,0.085,0.648,0.295,0.231,0.297,0.352,0.1,2,3,2,1,0,0.256,0.513,0.231,0.256,0.513,0.231,2022-06-03,0.18997637166648126
sa3004149-AA-SDP,Agustin Ruiz,SDP,22,AA,91,91,0.253,0.145,0.122,0.132,0.733,0.308,0.237,0.352,0.382,0.08,2,3,1,2,0,0.463,0.315,0.222,0.463,0.315,0.222,2022-06-03,0.22022795727296557
sa3004153-AA-TBR,Blake Hunt,TBR,23,AA,87,57,0.264,0.039,0.158,0.103,0.57,0.315,0.221,0.31,0.26,0.0,0,3,0,0,0,0.463,0.389,0.148,0.463,0.389,0.148,2022-06-03,0.07830203139387928
sa3004157-AAA-NYM,Cody Bohanek,NYM,26,AAA,127,28,0.354,0.07,0.133,0.087,0.462,0.235,0.157,0.236,0.226,0.08,2,2,0,3,1,0.362,0.536,0.101,0.362,0.536,0.101,2022-06-03,0.09880061526053074
sa3004179-AAA-SDP,Matthew Batten,SDP,27,AAA,183,139,0.197,0.23,0.084,0.153,0.945,0.349,0.303,0.412,0.533,0.174,8,9,1,7,1,0.397,0.336,0.267,0.397,0.336,0.267,2022-06-03,0.3448547680635343
sa3004263-A+-PIT,Abrahan Gutierrez,PIT,22,A+,164,99,0.287,0.126,0.107,0.091,0.726,0.358,0.259,0.341,0.385,0.107,3,9,0,3,1,0.295,0.421,0.284,0.295,0.421,0.284,2022-06-03,0.20167733050453113
sa3004271-A-BAL,Davis Tavarez,BAL,23,A,106,60,0.292,0.101,0.146,0.057,0.568,0.284,0.212,0.255,0.313,0.118,2,4,0,1,0,0.258,0.621,0.121,0.258,0.621,0.121,2022-06-03,0.1534531754156704
sa3004279-AAA-PIT,Canaan Smith-Njigba,PIT,23,AAA,186,111,0.247,0.115,0.098,0.156,0.757,0.367,0.263,0.378,0.378,0.038,1,13,1,7,3,0.245,0.519,0.236,0.245,0.519,0.236,2022-06-03,0.1999928528623982
sa3004282-A+-TEX,Obie Ricumstrict,TEX,23,A+,18,37,0.278,0.0,0.221,0.111,0.465,0.273,0.188,0.278,0.188,0.0,0,0,0,0,1,0.273,0.636,0.091,0.273,0.636,0.091,2022-06-03,0.0
sa3004378-A+-ATL,Drew Waters,ATL,23,A+,12,199,0.25,0.364,0.085,0.083,1.144,0.429,0.364,0.417,0.727,0.5,1,1,0,0,0,0.25,0.5,0.25,0.25,0.5,0.25,2022-06-03,0.48798181367782567
sa3004381-AA-DET,Ulrich Bojarski,DET,23,AA,4,4,0.75,0.0,0.316,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-03,0.0
sa3004381-A+-DET,Ulrich Bojarski,DET,23,A+,58,101,0.517,0.315,0.242,0.052,0.741,0.263,0.185,0.241,0.5,0.5,5,2,0,0,0,0.417,0.375,0.208,0.417,0.375,0.208,2022-06-03,0.3470085870478447
sa3004382-A+-WSN,Jose Sanchez,WSN,21,A+,147,114,0.218,0.119,0.113,0.136,0.771,0.348,0.278,0.374,0.397,0.088,3,6,0,1,0,0.358,0.453,0.189,0.358,0.453,0.189,2022-06-03,0.2077667967403672
sa3004390-AAA-MIA,Demetrius Sims,MIA,26,AAA,74,72,0.392,0.09,0.198,0.054,0.63,0.405,0.239,0.301,0.328,0.077,1,1,1,2,0,0.371,0.429,0.2,0.371,0.429,0.2,2022-06-03,0.1426561079891673
sa3004506-AA-NYM,Matt Winaker,NYM,26,AA,101,50,0.277,0.086,0.139,0.119,0.502,0.185,0.136,0.28,0.222,0.036,1,4,0,0,0,0.519,0.259,0.222,0.519,0.259,0.222,2022-06-03,0.11772332141592207
sa3004615-AAA-BOS,Jeter Downs,BOS,23,AAA,168,101,0.345,0.211,0.148,0.131,0.743,0.276,0.204,0.327,0.415,0.17,8,4,1,8,2,0.56,0.286,0.155,0.56,0.286,0.155,2022-06-03,0.2682300159491814
sa3004617-AAA-ARI,Buddy Kennedy,ARI,23,AAA,180,114,0.178,0.146,0.075,0.117,0.836,0.363,0.306,0.383,0.452,0.07,3,8,3,5,2,0.341,0.429,0.23,0.341,0.429,0.23,2022-06-03,0.25880972817875153
sa3004691-A+-PIT,Jacob Gonzalez,PIT,24,A+,73,176,0.11,0.235,0.105,0.055,1.042,0.393,0.382,0.425,0.618,0.308,4,2,1,1,0,0.22,0.475,0.305,0.22,0.475,0.305,2022-06-03,0.400935546273318
sa3004722-AA-ATL,Jacob Pearson,ATL,24,AA,85,50,0.235,0.114,0.117,0.153,0.554,0.212,0.157,0.282,0.271,0.0,0,8,0,3,0,0.4,0.48,0.12,0.4,0.48,0.12,2022-06-03,0.16198532948665595
sa3004727-AA-BOS,Tyler Esplin,BOS,22,AA,9,5,0.333,0.0,0.154,0.111,0.347,0.2,0.125,0.222,0.125,0.0,0,0,0,0,0,0.5,0.25,0.25,0.5,0.25,0.25,2022-06-03,0.0
sa3004755-AAA-CLE,Tyler Freeman,CLE,23,AAA,131,93,0.13,0.126,0.071,0.069,0.69,0.242,0.225,0.338,0.351,0.12,3,5,0,2,1,0.278,0.522,0.2,0.278,0.522,0.2,2022-06-03,0.20514943799201266
sa3004780-AA-SFG,Shane Matheny,SFG,26,AA,128,161,0.234,0.236,0.105,0.141,0.95,0.371,0.302,0.413,0.538,0.2,6,5,1,1,0,0.395,0.368,0.237,0.395,0.368,0.237,2022-06-03,0.3466697520298755
sa3004813-AAA-TOR,Logan Warmoth,TOR,26,AAA,147,127,0.163,0.187,0.11,0.129,0.836,0.302,0.268,0.381,0.455,0.143,4,11,0,7,2,0.286,0.5,0.214,0.286,0.5,0.214,2022-06-03,0.29094526627212847
sa3004819-AA-DET,Quincy Nieporte,DET,27,AA,160,134,0.188,0.289,0.087,0.081,0.881,0.252,0.261,0.331,0.549,0.224,11,8,0,0,0,0.43,0.368,0.202,0.43,0.368,0.202,2022-06-03,0.37611878996311693
