Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Christin Stewart","BOS","AAA",28,90,301,355,73,41,14,0,18,47,49,46,0,117,6,2,2,3,9,2,0.24252492,355,0.12957746,0.32957746,0.39316239,0.24252492,0.35211268,0.46843854,0.82055122,0.22591362,3.997543962720821,0.32738095,0.23769129207357764,54.49692077892827,8.640978112397656,0.36226456685804986,118.84374763645313,0.32738095,0.53333333,0.25,0.26086957,0.48913043,0.24444444,0.2,0.52406417,0.20320856,0.27272727,0.14826911,606,925,1531,"17714"
"Steven Duggar","TEX","AAA",28,11,38,50,7,4,2,0,1,5,5,11,0,13,0,1,1,1,3,0,0.18421053,50,0.22,0.26,0.84615385,0.18421053,0.36,0.31578947,0.67578947,0.13157894,4.94277966249985,0.24,0.5364519744180143,5.970713694498488,-1.3725032909656085,0.32194026112556456,81.3092368960024,0.24,1.8,0.41666667,0.375,0.20833333,0,0.2,0.46153846,0.19230769,0.34615385,0.08849558,105,121,226,"17719"
"Steven Duggar","SFG","AAA",28,14,49,53,10,8,1,0,1,8,5,3,0,18,1,0,0,0,2,0,0.20408163,53,0.05660377,0.33962264,0.16666667,0.20408163,0.26415094,0.28571429,0.54986523,0.08163266,6.3481328040683795,0.3,0.34916157834231853,2.874228814534531,-4.909581190057411,0.25169586573006975,36.925731908139106,0.3,1.22222222,0.28571429,0.39285714,0.32142857,0,0.11111111,0.41935484,0.32258065,0.25806452,0.12935323,67,134,201,"17719"
"Skye Bolt","OAK","AAA",28,12,43,50,17,12,2,0,3,11,12,6,0,12,1,0,0,0,1,1,0.39534884,50,0.12,0.24,0.5,0.39534884,0.48,0.65116279,1.13116279,0.25581395,3.4848310310880284,0.5,-0.39734816225245595,13.43659600514352,6.093379019679422,0.4828509378433228,182.97969448187726,0.5,1,0.35483871,0.32258065,0.32258065,0.1,0.3,0.35483871,0.25806452,0.38709677,0.09090909,84,125,209,"17723"
"Richie Martin","BAL","AAA",27,59,221,254,57,36,16,4,1,38,19,24,0,53,8,1,1,4,18,4,0.25791855,254,0.09448819,0.20866142,0.45283019,0.25791855,0.3503937,0.3800905,0.7304842,0.12217195,8.787893231237092,0.33333333,1.3102894108742476,32.74675853389187,-0.06284551483707014,0.33307634798560554,99.8084539065338,0.33333333,1.5,0.21212121,0.47272727,0.31515152,0.25,0.01923077,0.45833333,0.21428571,0.32738095,0.12019704,379,636,1015,"17736"
"Max Schrock","CIN","AAA",27,20,69,73,21,16,3,0,2,14,9,3,0,10,1,0,0,0,0,0,0.30434783,73,0.04109589,0.1369863,0.3,0.30434783,0.34246575,0.43478261,0.77724836,0.13043478,2.642857142857143,0.33333333,-0.1415096316486597,10.176779879546267,0.7472480072737763,0.34552135696149855,107.92455041666551,0.33333333,0.73076923,0.22413793,0.32758621,0.44827586,0.34615385,0.07692308,0.40677966,0.23728814,0.3559322,0.08333333,87,177,264,"17750"
"DJ Stewart","BAL","AAA",28,22,61,75,18,12,2,0,4,14,13,12,0,20,2,0,0,1,1,0,0.29508197,75,0.16,0.26666667,0.6,0.29508197,0.42666667,0.52459016,0.95125683,0.22950819,4.1745275902343035,0.37837838,0.01603748183697462,15.232142157922551,5.54426694668369,0.4211233901977539,157.22892611428162,0.37837838,0.75,0.3,0.3,0.4,0.25,0.25,0.51219512,0.26829268,0.2195122,0.11437908,126,180,306,"17766"
"DJ Stewart","BAL","CPX",28,5,14,18,6,5,1,0,0,2,1,3,0,1,1,0,0,0,0,0,0.42857143,18,0.16666667,0.05555556,3,0.42857143,0.55555556,0.5,1.05555556,0.07142857,0.906746017857143,0.46153846,-0.00647433812264353,4.873187237951553,2.465317243311203,0.5162588357925415,202.38581189178498,0.46153846,0.6,0.33333333,0.25,0.41666667,0.2,0,0.46153846,0.30769231,0.23076923,0.09090909,17,16,33,"17766"
"Braden Bishop","MIN","AAA",28,26,78,82,18,13,3,1,1,10,11,4,0,23,0,0,0,2,5,1,0.23076923,82,0.04878049,0.2804878,0.17391304,0.23076923,0.26829268,0.33333333,0.60162601,0.1025641,8.063672657722359,0.31481481,0.427572354208678,6.147202211364946,-4.444874686256209,0.2690233406497211,58.03585331546761,0.31481481,1.26315789,0.18867925,0.45283019,0.35849057,0.31578947,0.05263158,0.47272727,0.29090909,0.23636364,0.13213213,125,208,333,"17806"
"Braden Bishop","ARI","AAA",28,37,138,154,32,26,3,1,2,19,11,15,0,31,1,0,0,1,7,1,0.23188406,154,0.0974026,0.2012987,0.48387097,0.23188406,0.31168831,0.3115942,0.62328251,0.07971014,6.5293389190335445,0.28571429,0.7052115360274911,13.588006389323153,-9.029101925906263,0.28833894180012987,60.078442389443545,0.28571429,1.62068966,0.24752475,0.46534653,0.28712871,0.34482759,0.06896552,0.43925234,0.28971963,0.27102804,0.12714777,210,372,582,"17806"
"Drew Jackson","SFG","AAA",28,4,16,16,3,1,0,0,2,4,4,0,0,9,0,0,0,0,0,0,0.1875,16,0,0.5625,0,0.1875,0.1875,0.5625,0.75,0.375,2.642857142857143,0.2,-0.004236535634845495,1.425212459497008,-0.9246169758515028,0.2892462834715843,60.651740847974786,0.2,1.5,0.16666667,0.5,0.33333333,0,1,0.57142857,0.28571429,0.14285714,0.26153846,18,47,65,"17807"
"Drew Jackson","OAK","AAA",28,50,148,173,36,30,5,0,1,19,14,23,0,56,2,0,0,6,8,1,0.24324324,173,0.13294798,0.32369942,0.41071429,0.24324324,0.35260116,0.2972973,0.64989846,0.05405406,4.809216236225973,0.38461538,0.8501365757547319,18.904232613752715,-6.503298155953056,0.31101164066722625,74.40405281843778,0.38461538,2.45454545,0.15555556,0.6,0.24444444,0.13636364,0.04545455,0.49450549,0.17582418,0.32967033,0.13371266,278,425,703,"17807"
"Jakson Reetz","MIL","AAA",26,16,60,65,12,6,2,1,3,5,7,2,0,12,2,1,1,2,1,0,0.2,65,0.03076923,0.18461538,0.16666667,0.2,0.24615385,0.41666667,0.66282052,0.21666667,5.791826838737588,0.19565217,0.12924518715590239,5.721852764609909,-2.6743057517971036,0.2845297464957604,68.14846043495703,0.19565217,0.55555556,0.14285714,0.30612245,0.55102041,0.25925926,0.11111111,0.6122449,0.16326531,0.2244898,0.15283843,83,146,229,"17837"
"Jakson Reetz","MIL","AA",26,64,231,273,65,27,16,0,22,48,58,26,0,72,16,0,0,7,1,1,0.28138528,273,0.0952381,0.26373626,0.36111111,0.28138528,0.39194139,0.63636364,1.02830503,0.35497836,2.7044652183728,0.31386861,-0.7672804975882173,58.97457123226518,23.23536988026494,0.44107321483311634,165.0136796606523,0.31386861,0.64473684,0.19354839,0.31612903,0.49032258,0.31578947,0.28947368,0.59119497,0.18867925,0.22012579,0.1371179,433,712,1145,"17837"
"Willie Calhoun","TEX","AAA",27,21,83,91,18,12,1,0,5,18,20,6,0,13,0,2,2,3,0,0,0.21686747,91,0.06593407,0.14285714,0.46153846,0.21686747,0.26373626,0.40963855,0.67337481,0.19277108,2.642857142857143,0.19402985,-0.07625764142721891,7.682156379268833,-5.682498534275822,0.2842282764204256,57.481142827587796,0.19402985,0.64864865,0.15277778,0.33333333,0.51388889,0.37837838,0.13513514,0.30555556,0.40277778,0.29166667,0.05507246,134,211,345,"17838"
"Willie Calhoun","SFG","AAA",27,24,87,101,26,16,7,0,3,13,14,12,0,14,2,0,0,2,0,0,0.29885057,101,0.11881188,0.13861386,0.85714286,0.29885057,0.3960396,0.48275862,0.87879822,0.18390805,1.303571455357143,0.32857143,-0.12709606904536486,18.204659885433653,3.3713615747961803,0.38749298010722244,122.7283339429536,0.32857143,1.03703704,0.24657534,0.38356164,0.36986301,0.2962963,0.11111111,0.35616438,0.26027397,0.38356164,0.05925926,167,238,405,"17838"
"Luis Alexander Basabe","CHW","AAA",25,9,25,26,2,1,0,1,0,3,0,1,0,15,0,0,0,0,0,0,0.08,26,0.03846154,0.57692308,0.06666667,0.08,0.11538462,0.16,0.27538462,0.08,5.142857142857142,0.2,-0.01415096316486597,-1.2349449260223828,-4.593408332585188,0.1236488062601823,-36.77112942809397,0.2,1,0.2,0.4,0.4,0,0,0.3,0.6,0.1,0.22123894,34,79,113,"17839"
"Tyler Nevin","BAL","AAA",25,24,91,106,29,19,6,1,3,17,21,10,0,18,4,1,1,4,4,0,0.31868132,106,0.09433962,0.16981132,0.55555556,0.31868132,0.40566038,0.50549451,0.91115489,0.18681319,7.207221351547293,0.36619718,0.5665091197006404,19.842699989630407,6.150503024412819,0.4022488498462821,144.91976736850188,0.36619718,1.88888889,0.2972973,0.45945946,0.24324324,0.11111111,0.16666667,0.5,0.21621622,0.28378378,0.08292683,158,252,410,"17893"
"Marcus Wilson","SEA","AAA",25,76,249,302,53,23,15,3,12,41,38,46,0,109,4,3,3,4,13,2,0.21285141,302,0.15231788,0.36092715,0.42201835,0.21285141,0.3410596,0.44176707,0.78282667,0.22891566,7.540202133723717,0.3129771,1.2570249610580504,41.749444269345574,-2.6035863228575598,0.342231058521776,94.12985699490115,0.3129771,0.96363636,0.22857143,0.37857143,0.39285714,0.10909091,0.21818182,0.57342657,0.23776224,0.18881119,0.15705128,496,752,1248,"17910"
"Isan Diaz","SFG","AAA",26,76,259,303,72,36,11,2,23,57,60,40,0,76,3,1,1,4,6,2,0.27799228,303,0.1320132,0.25082508,0.52631579,0.27799228,0.37953795,0.6023166,0.98185455,0.32432432,5.67884211248788,0.30434783,-0.16839427361264825,60.690388908615695,16.190493976703277,0.40910414185854466,136.3832184356294,0.30434783,0.83544304,0.2032967,0.36263736,0.43406593,0.17721519,0.29113924,0.4076087,0.36956522,0.22282609,0.13738551,496,705,1201,"17922"
"Isan Diaz","MIA","A",26,2,5,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0.14285714,0.28571429,0.5,0,0.16666667,0,0.16666667,0,0.142857142857143,0,-0.00620642863214016,-0.2510983676942691,-1.0683966757091388,0.12173693378766377,-30.722976571939835,0,0.5,0,0.33333333,0.66666667,0,0,0.25,0.75,0,0.08,13,12,25,"17922"
"Isan Diaz","MIA","AAA",26,2,7,8,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,8,0.125,0.75,0.16666667,0,0.125,0,0.125,0,0.142857142857143,0,-0.007075481582432985,-0.6038750541009745,-1.637248409966453,0.09042653441429138,-58.437258002961826,0,1,0,1,0,0,0,1,0,0,0.27777778,13,23,36,"17922"
"Andrew Stevenson","WSN","AAA",28,96,390,429,106,67,25,4,10,52,46,29,2,102,7,3,3,6,24,4,0.27179487,429,0.06759907,0.23776224,0.28431373,0.27179487,0.33100233,0.43333333,0.76433566,0.16153846,7.1145553930812735,0.34163701,2.2767985365353525,56.36984110431318,0.9551948960268958,0.33601317095812366,101.72372280865353,0.34163701,1.46590909,0.24125874,0.45104895,0.30769231,0.15909091,0.11363636,0.36111111,0.25347222,0.38541667,0.12721519,560,1020,1580,"17932"
"Sam Hilliard","COL","AAA",28,16,61,73,17,9,4,0,4,13,12,9,0,18,1,2,2,2,3,1,0.27868852,73,0.12328767,0.24657534,0.5,0.27868852,0.36986301,0.54098361,0.91084662,0.26229509,5.083286207953149,0.31707317,0.0026518437080085278,12.85741589522776,2.13631909645018,0.38305830547254377,119.92631105330348,0.31707317,1.25,0.18181818,0.45454545,0.36363636,0.1875,0.25,0.31111111,0.35555556,0.33333333,0.10679612,126,183,309,"17954"
"Scott Kingery","PHI","AAA",28,61,195,235,40,26,8,1,5,35,21,35,0,70,2,1,1,1,11,2,0.20512821,235,0.14893617,0.29787234,0.5,0.20512821,0.3304721,0.33333333,0.66380543,0.12820512,6.8194238110442775,0.2892562,0.8499557455070317,25.60741750596291,-4.747924822585517,0.3093863306127393,84.35884935443401,0.2892562,1.01818182,0.10483871,0.4516129,0.44354839,0.27272727,0.09090909,0.53543307,0.16535433,0.2992126,0.13903193,390,581,971,"17975"
"Tyler Stephenson","CIN","AAA",25,4,15,15,4,3,1,0,0,1,1,0,0,8,0,0,0,0,0,0,0.26666667,15,0,0.53333333,0,0.26666667,0.26666667,0.33333333,0.6,0.06666666,1.080357142857143,0.57142857,-0.021226444747298956,1.0827171576155088,-0.8548578846322634,0.2657176295916239,55.88001156122725,0.57142857,1,0.33333333,0.33333333,0.33333333,0,0,0.14285714,0.14285714,0.71428571,0.12068966,18,40,58,"17988"
"David Fletcher","LAA","AAA",28,13,49,51,10,9,1,0,0,3,1,2,0,7,0,0,0,1,1,0,0.20408163,51,0.03921569,0.1372549,0.28571429,0.20408163,0.23529412,0.2244898,0.45978392,0.02040817,3.948495504113957,0.23809524,0.1533981109969318,0.9495730784007369,-6.540508246772641,0.21331932264215805,12.677740563501244,0.23809524,2.875,0.26190476,0.54761905,0.19047619,0.5,0,0.45238095,0.11904762,0.42857143,0.06432749,58,113,171,"17992"
"Paul DeJong","STL","AAA",28,51,201,230,50,23,10,0,17,36,54,20,0,52,2,7,7,4,1,1,0.24875622,230,0.08695652,0.22608696,0.38461538,0.24875622,0.31304348,0.55223881,0.86528229,0.30348259,2.6811738144574484,0.23741007,-0.5705411420203745,35.37457562735825,5.665091646225745,0.3626088798046112,119.0682936459733,0.23741007,0.76056338,0.19871795,0.34615385,0.45512821,0.1971831,0.23943662,0.51923077,0.26923077,0.21153846,0.12240437,324,591,915,"18015"
"Hoy Park","PIT","AAA",26,59,198,242,43,31,7,0,5,28,23,39,2,64,0,1,1,1,6,0,0.21717172,242,0.16115702,0.26446281,0.609375,0.21717172,0.34453782,0.32828283,0.67282065,0.11111111,4.373247808041343,0.29230769,0.7188672702759504,26.97655396702097,-4.282990047909757,0.312360718341197,86.29861636540814,0.29230769,1.76923077,0.18181818,0.52272727,0.29545455,0.17948718,0.12820513,0.40601504,0.18796992,0.40601504,0.1019802,406,604,1010,"18027"
"Mark Mathias","TEX","AAA",27,6,22,27,6,5,1,0,0,5,1,3,0,9,1,1,1,1,4,0,0.27272727,27,0.11111111,0.33333333,0.33333333,0.27272727,0.37037037,0.31818182,0.68855219,0.04545455,7.5,0.42857143,0.7618711912073195,3.2842803020524918,-0.6810568700981199,0.32433880479247484,82.82474249904082,0.42857143,3,0.14285714,0.64285714,0.21428571,0,0,0.57142857,0.35714286,0.07142857,0.13513514,40,71,111,"18032"
"Mark Mathias","MIL","AAA",27,50,170,202,54,37,8,1,8,20,30,27,1,48,4,1,1,5,8,3,0.31764706,202,0.13366337,0.23762376,0.5625,0.31764706,0.42079208,0.51764706,0.93843914,0.2,4.505880831721742,0.4,-0.23049066355451941,39.67411313455452,13.581435898951186,0.41318332111064476,152.05075652574044,0.4,1.0952381,0.27868852,0.37704918,0.3442623,0.16666667,0.19047619,0.33606557,0.31147541,0.35245902,0.09124538,333,478,811,"18032"
"Sam Haggerty","SEA","AAA",28,39,152,179,43,24,11,2,6,28,25,18,0,34,4,2,2,2,15,1,0.28289474,179,0.10055866,0.18994413,0.52941176,0.28289474,0.36931818,0.5,0.86931818,0.21710526,8.473049594248398,0.3245614,2.288265417329967,30.11481212880673,3.826095320845265,0.37455592914061114,114.5541349499666,0.3245614,1.23076923,0.26890756,0.40336134,0.32773109,0.20512821,0.15384615,0.40983607,0.21311475,0.37704918,0.11642743,236,391,627,"18054"
"Kyle Garlick","MIN","AAA",30,9,33,38,9,4,1,1,3,5,7,5,0,12,0,0,0,2,0,0,0.27272727,38,0.13157895,0.31578947,0.41666667,0.27272727,0.36842105,0.63636364,1.00478469,0.36363637,3.154220767857143,0.33333333,-0.06367933424189687,7.782861382466871,2.8743379421058477,0.42316150665283203,158.55809750181083,0.33333333,1.125,0.19047619,0.42857143,0.38095238,0,0.375,0.52380952,0.38095238,0.0952381,0.1292517,61,86,147,"18063"
"Austin Allen","STL","AAA",28,5,15,16,4,3,0,0,1,1,3,1,0,5,0,0,0,1,0,0,0.26666667,16,0.0625,0.3125,0.2,0.26666667,0.3125,0.46666667,0.77916667,0.2,0.142857142857143,0.33333333,-0.02830192632973194,2.156888865259097,0.09014215352814019,0.34005794301629066,104.36154817697248,0.33333333,3,0.2,0.6,0.2,0,0.5,0.4,0.3,0.3,0.17391304,18,51,69,"18083"
"Austin Allen","OAK","AAA",28,35,129,147,35,19,11,0,5,17,26,12,0,37,4,1,1,2,0,0,0.27131783,147,0.08163265,0.25170068,0.32432432,0.27131783,0.34931507,0.47286822,0.82218329,0.20155039,1.303571455357143,0.34090909,-0.14827874721959233,22.257657161070863,0.6685992238064219,0.35642297545524493,103.0969356131671,0.34090909,1.4137931,0.24731183,0.44086022,0.31182796,0.10344828,0.17241379,0.42391304,0.23913043,0.33695652,0.1625,194,366,560,"18083"
"LaMonte Wade Jr.","SFG","AAA",28,14,44,58,11,5,4,0,2,11,11,10,2,6,2,2,2,1,0,0,0.25,58,0.17241379,0.10344828,1.66666667,0.25,0.39655172,0.47727273,0.87382445,0.22727273,2.4783834553571427,0.23684211,-0.06354803452268243,9.435529789874456,0.9173980867361057,0.36856680895601,110.76994485067783,0.23684211,0.5,0.21052632,0.26315789,0.52631579,0.15,0.1,0.425,0.275,0.3,0.07883817,104,137,241,"18126"
"Ka'ai Tom","SFG","AAA",28,78,268,311,64,37,17,0,10,40,47,35,0,80,6,1,1,5,6,3,0.23880597,311,0.11254019,0.25723473,0.4375,0.23880597,0.33870968,0.4141791,0.75288878,0.17537313,3.735721673670774,0.30167598,-0.6810117261484265,40.69675040596102,-4.978059243625657,0.3342721752582058,89.10108376626656,0.30167598,0.79487179,0.23913043,0.33695652,0.42391304,0.20512821,0.12820513,0.4,0.26842105,0.33157895,0.11586314,506,780,1286,"18136"
"Patrick Mazeika","NYM","AAA",28,30,99,120,25,22,1,0,2,9,8,14,0,16,7,0,0,4,0,0,0.25252525,120,0.11666667,0.13333333,0.875,0.25252525,0.38333333,0.32323232,0.70656565,0.07070707,0.7002895803571431,0.28395062,-0.30424570804461837,16.01624580212616,0.5156454641439847,0.33847100536028546,103.32661608518778,0.28395062,1.08823529,0.14457831,0.44578313,0.40963855,0.32352941,0.05882353,0.48192771,0.25301205,0.26506024,0.06326531,196,294,490,"18142"
"Nick Dini","NYM","AAA",28,38,134,155,29,18,5,0,6,23,28,19,0,24,2,0,0,5,0,0,0.21641791,155,0.12258065,0.15483871,0.79166667,0.21641791,0.32258065,0.3880597,0.71064035,0.17164179,2.047619017857143,0.22115385,-0.2759437817148864,18.506476939758855,-1.5151318301347914,0.3217662803588375,92.43251704921393,0.22115385,0.87755102,0.14814815,0.39814815,0.4537037,0.28571429,0.12244898,0.47272727,0.20909091,0.31818182,0.10638298,219,345,564,"18206"
"Austin Dean","SFG","AAA",28,82,277,308,74,47,11,3,13,45,41,25,2,80,6,0,0,5,8,2,0.26714801,308,0.08116883,0.25974026,0.3125,0.26714801,0.34090909,0.46931408,0.81022317,0.20216607,6.540647292120056,0.33152174,0.24431533925235271,44.30891209422234,-0.9253045362364903,0.3482840670869241,97.9544145888592,0.33152174,0.93421053,0.24226804,0.36597938,0.39175258,0.23684211,0.17105263,0.42424242,0.25757576,0.31818182,0.09430756,431,746,1177,"18288"
"Brian Anderson","MIA","A",29,1,2,4,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,4,0.5,0.25,2,0,0.5,0,0.5,0,2.642857142857143,0,-0.01241285726428032,0.5929440134847563,0.12591640890483086,0.36521080136299133,126.96123476857177,0,1,0,1,0,0,0,1,0,0,0.125,10,6,16,"18289"
"Brian Anderson","MIA","AAA",29,7,26,28,6,2,2,0,2,4,2,2,0,10,0,0,0,1,0,0,0.23076923,28,0.07142857,0.35714286,0.2,0.23076923,0.28571429,0.53846154,0.82417583,0.30769231,1.601190455357143,0.28571429,-0.02830192632973194,3.991609591813245,0.37480284628407046,0.3492601215839386,110.36281097261758,0.28571429,0.875,0.0625,0.4375,0.5,0.125,0.25,0.25,0.4375,0.3125,0.15929204,39,74,113,"18289"
"Edwin Rios","LAD","AAA",28,11,40,46,12,8,4,0,0,4,3,4,0,13,1,1,1,2,0,1,0.3,46,0.08695652,0.2826087,0.30769231,0.3,0.36956522,0.4,0.76956522,0.1,1.9684826214909377,0.42857143,-0.5719289514236152,6.516843377553418,-0.238916249073551,0.34592447073563287,96.463517616407,0.42857143,2.14285714,0.21428571,0.53571429,0.25,0.14285714,0,0.32142857,0.28571429,0.39285714,0.14572864,85,114,199,"18316"
"Daz Cameron","DET","AAA",25,56,227,246,57,40,13,1,3,26,23,16,0,68,1,2,2,3,8,3,0.25110132,246,0.06504065,0.27642276,0.23529412,0.25110132,0.30081301,0.35682819,0.6576412,0.10572687,5.338763134378924,0.34177215,-0.15973584773018956,23.866836595715508,-7.909394097147956,0.295202987465432,75.10908649425086,0.34177215,0.86153846,0.23417722,0.35443038,0.41139241,0.16923077,0.04615385,0.32298137,0.24223602,0.43478261,0.10774059,336,620,956,"18353"
"Lewin Diaz","MIA","AAA",25,82,325,368,82,43,19,1,19,55,64,32,0,75,5,6,6,5,0,0,0.25230769,368,0.08695652,0.20380435,0.42666667,0.25230769,0.32336957,0.49230769,0.81567726,0.24,2.6362782053571427,0.26582278,-0.5660385265946388,53.22534749352021,5.690173123708197,0.3517252292646014,111.97044756676404,0.26582278,0.69421488,0.19607843,0.32941176,0.4745098,0.25619835,0.15702479,0.45136187,0.25680934,0.29182879,0.12862191,506,909,1415,"18365"
"Jermaine Palacios","MIN","AAA",25,85,327,358,91,55,24,0,12,60,49,29,0,85,1,1,1,10,10,7,0.27828746,358,0.08100559,0.23743017,0.34117647,0.27828746,0.33798883,0.4617737,0.79976253,0.18348624,4.543172348892497,0.34199134,-1.7664272212423384,51.770758933088494,5.527301258108326,0.3516978812950283,111.95261240402195,0.34199134,1.67142857,0.21428571,0.49159664,0.29411765,0.07142857,0.17142857,0.47302905,0.25311203,0.27385892,0.13721264,512,880,1392,"18371"
"Travis Blankenhorn","NYM","AAA",25,81,299,331,85,52,20,0,13,42,52,24,1,78,6,1,1,5,10,1,0.28428094,331,0.07250755,0.23564955,0.30769231,0.28428094,0.34848485,0.48160535,0.8300902,0.19732441,4.542907474757222,0.34449761,0.9747415478341281,51.12339894678635,8.367576347852179,0.3633791222760743,119.57061246685211,0.34449761,1.04651163,0.19266055,0.41284404,0.39449541,0.11627907,0.15116279,0.41517857,0.28125,0.30357143,0.1361805,443,798,1241,"18395"
"Juan Yepez","STL","AAA",24,25,97,105,27,13,5,0,9,16,26,5,0,22,2,1,1,3,0,0,0.27835052,105,0.04761905,0.20952381,0.22727273,0.27835052,0.32380952,0.60824742,0.93205694,0.3298969,1.420031080357143,0.26865672,-0.1415096316486597,18.778292625428037,5.215267329693632,0.39233149063019523,138.45209469109994,0.26865672,0.71428571,0.21052632,0.32894737,0.46052632,0.37142857,0.25714286,0.44736842,0.22368421,0.32894737,0.12807882,134,272,406,"18400"
"Ronald Acuna Jr.","ATL","AAA",24,6,19,25,7,6,1,0,0,4,1,6,1,6,0,0,0,0,3,0,0.36842105,25,0.24,0.24,1,0.36842105,0.52,0.42105263,0.94105263,0.05263158,5.583791223214286,0.53846154,0.5221697115339339,5.26875891257175,2.03946717549213,0.4302106549342473,163.15524708016943,0.53846154,1.25,0.30769231,0.38461538,0.30769231,0,0,0.61538462,0.15384615,0.23076923,0.1682243,46,61,107,"18401"
"Trey Amburgey","CIN","AAA",27,39,133,149,30,18,4,1,7,19,12,15,0,46,0,1,1,4,0,1,0.22556391,149,0.10067114,0.30872483,0.32608696,0.22556391,0.30201342,0.42857143,0.73058485,0.20300752,3.470390098518963,0.28395062,-0.685635366011411,17.660845004757196,-1.58573374823734,0.32073652904305683,91.76095778585781,0.28395062,1.0625,0.22352941,0.4,0.37647059,0.125,0.21875,0.5952381,0.22619048,0.17857143,0.12563667,230,359,589,"18425"
"Trey Amburgey","SEA","AAA",27,20,64,69,11,8,1,0,2,11,7,4,0,20,1,0,0,1,1,0,0.171875,69,0.05797101,0.28985507,0.2,0.171875,0.23188406,0.28125,0.51313406,0.109375,5.256744394026446,0.21428571,0.1449250397272408,2.4182455196537234,-7.715393920286729,0.231022746666618,23.863544129293924,0.21428571,0.5,0.18181818,0.27272727,0.54545455,0.29166667,0.08333333,0.43181818,0.25,0.31818182,0.13414634,84,162,246,"18425"
"P.J. Higgins","CHC","AAA",29,22,72,86,30,21,8,0,1,9,17,12,0,16,1,1,1,1,1,0,0.41666667,86,0.13953488,0.18604651,0.75,0.41666667,0.5,0.56944444,1.06944444,0.15277777,2.7852696960034655,0.51785714,-0.04056637082248926,21.153041493353577,10.04427791779968,0.4720140369825585,190.41760452894385,0.51785714,2.36363636,0.35087719,0.45614035,0.19298246,0.27272727,0.09090909,0.52631579,0.22807018,0.24561404,0.07651715,162,217,379,"18433"
"Junior Fernandez","STL","AAA",25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"18496"
"Ali Sanchez","STL","AAA",25,30,110,123,28,19,5,0,4,15,12,13,1,29,0,0,0,7,1,0,0.25454545,123,0.10569106,0.23577236,0.44827586,0.25454545,0.33333333,0.40909091,0.74242424,0.15454546,3.18067523118974,0.31168831,-0.019339926075190306,15.50541924952685,-0.3826960969048801,0.3296766315327316,97.59130590028835,0.31168831,2.1,0.225,0.525,0.25,0.2,0.2,0.33333333,0.24691358,0.41975309,0.08874459,178,284,462,"18551"
